,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리,지역별 평균 월세,TC(총영업비용),FC(고정비용),VC(변동비용),회수기간_상,회수기간_중,회수기간_하,연수익매출_상,연수익매출_중,연수익매출_하,월수익매출_상,월수익매출_중,월수익매출_하,연순수익_상,연순수익_중,연순수익_하,월순수익_상,월순수익_중,월순수익_하,순수익률_상,순수익률_중,순수익률_하,지역
517,서울 강남구 00동,246,  개,  개,00 대,5500 만원,480,0,16000,-선택사항- ,-선택사항-     ,5500,16000,0,480,0,48,16000,480,100,1.7,2.1,3.1,14688,14688,14688,1368,1224,1007,9456,7728,5124,788,644,427,59,48,32,강남구
518,서울 중구 00동,332.43, 34 개,  개,00 대,5000 만원,440,0,29000,-선택사항- ,-선택사항-     ,5000,29000,34,440,0,41,29000,440,113,3.1,3.8,5.7,14208,14208,14208,1324,1184,975,9252,7572,5064,771,631,422,31,26,17,중구
519,서울 동대문구 이문동,488.1, 36 개, 36 개,00 대,7000 만원,410,0,27000,-선택사항- ,-선택사항-     ,7000,27000,36,410,0,37,27000,410,120,3.1,3.7,5.6,13584,13584,13584,1265,1132,932,8820,7224,4824,735,602,402,32,26,17,동대문구
520,서울 중구 충무로5가,392.73, 66 개, 8 개,00 대,3600 만원,455,0,25000,-선택사항- ,-선택사항-     ,3600,25000,66,455,0,41,25000,455,220,1.1,1.3,1.7,27600,27600,27600,2570,2300,1894,22740,19500,14628,1895,1625,1219,90,78,58,중구
521,서울 중구 회현동1가,224.85, 35 개, 34 개,00 대,5000 만원,443,0,18000,-선택사항- ,-선택사항-     ,5000,18000,35,443,0,41,18000,443,116,1.9,2.3,3.4,14628,14628,14628,1363,1219,1004,9648,7920,5340,804,660,445,53,44,29,중구
522,서울 강서구 00동,199.02, 60 개,  개,00 대,8000 만원,390,0,17000,-선택사항- ,-선택사항-     ,8000,17000,60,390,0,34,17000,390,200,1.1,1.2,1.7,20808,20808,20808,1938,1734,1428,16176,13728,10056,1348,1144,838,95,80,59,강서구
523,서울 동작구 00동,465.3, 47 개,  개,00 대,5000 만원,460,0,29000,-선택사항- ,-선택사항-     ,5000,29000,47,460,0,38,29000,460,156,2.2,2.7,3.8,18216,18216,18216,1696,1518,1250,12960,10824,7608,1080,902,634,44,37,26,동작구
524,서울 영등포구 00동,283.55, 39 개,  개,00 대,3000 만원,300,0,18500,-선택사항- ,-선택사항-     ,3000,18500,39,300,0,38,18500,300,130,1.6,1.9,2.5,15108,15108,15108,1407,1259,1037,11724,9948,7284,977,829,607,63,53,39,영등포구
525,서울 종로구 인의동,279.36, 38 개, 5 개,00 대,5000 만원,352,0,12500,-선택사항- ,-선택사항-     ,5000,12500,38,352,0,42,12500,352,126,1.0,1.2,1.6,16272,16272,16272,1516,1356,1117,12456,10536,7668,1038,878,639,99,84,61,종로구
526,서울 영등포구 00동,360, 39 개, 0 개,00 대,5000 만원,380,0,1억7000,-선택사항- ,-선택사항-     ,5000,17000,39,380,0,38,17000,380,130,1.6,1.9,2.7,15108,15108,15108,1407,1259,1037,10764,8988,6324,897,749,527,63,52,37,영등포구
527,서울 종로구 00동,100, 36 개,  개,00 대,8000 만원,450,0,18000,-선택사항- ,-선택사항-     ,8000,18000,36,450,0,42,18000,450,120,1.7,2.1,3.1,15420,15420,15420,1436,1285,1058,10392,8580,5856,866,715,488,57,47,32,종로구
528,서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0,38,21000,510,110,3.1,3.9,6.8,12780,12780,12780,1191,1065,877,6852,5340,3084,571,445,257,32,25,14,동작구
529,서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0,38,28000,550,116,3.9,5.0,8.8,13560,13560,13560,1263,1130,930,7164,5568,3168,597,464,264,25,19,11,강동구
530,서울 종로구 00동,. , 38 개, . 개,. 대,. 만원, . , . ,1억8천5백,4호선 혜화역,-선택사항-     ,0,18500,38,0,0,42,18500,0,126,1.1,1.3,1.6,16272,16272,16272,1516,1356,1117,16680,14760,11892,1390,1230,991,90,79,64,종로구
531,서울 양천구 00동,. , 38 개, . 개,. 대,. 만원, . , . ,1억6천5백,5호선 신정역,-선택사항-     ,0,16500,38,0,0,35,16500,0,126,1.2,1.4,1.7,13560,13560,13560,1263,1130,930,13644,12048,9648,1137,1004,804,82,73,58,양천구
532,서울 서초구 00동,. , 27 개, . 개,. 대,. 만원, . , . ,2억2천,-선택사항- ,-선택사항-     ,0,22000,27,0,0,45,22000,0,90,1.7,1.9,2.4,12384,12384,12384,1154,1032,850,12768,11304,9120,1064,942,760,58,51,41,서초구
533,서울 강동구 00동,. , 54 개, . 개,. 대,. 만원, . , . ,2억,5호선 강동역,-선택사항-     ,0,20000,54,0,0,38,20000,0,180,0.9,1.1,1.3,20928,20928,20928,1949,1744,1436,21228,18768,15072,1769,1564,1256,106,93,75,강동구
534,서울 성동구 00동,. , 50 개, . 개,. 대,. 만원, . , . ,1억6천5백,2호선 성수역,-선택사항-     ,0,16500,50,0,0,38,16500,0,166,0.8,0.9,1.2,19380,19380,19380,1805,1615,1330,19668,17388,13968,1639,1449,1164,119,105,84,성동구
535,서울 종로구 00동,300,  개,  개,00 대,8천 만원,450,0,1억8천,-선택사항- ,-선택사항-     ,8000,18000,0,450,0,42,18000,450,100,2.3,2.9,4.5,12852,12852,12852,1197,1071,882,7764,6252,3984,647,521,332,43,34,22,종로구
536,서울 중구 신당동,389.2, 28 개, 28 개,1 대,6000 만원,500,0,26500,-선택사항- ,-선택사항-     ,6000,26500,28,500,0,41,26500,500,93,4.4,5.8,10.5,11700,11700,11700,1090,975,803,5964,4584,2520,497,382,210,22,17,9,중구
537,서울 광진구 00동,480,  개,  개,00 대,4000 만원,360, 사용량에 따라 부과 ,1억1000,-선택사항- ,-선택사항-     ,4000,11000,0,360,0,39,11000,360,100,1.4,1.7,2.6,11928,11928,11928,1111,994,819,7812,6408,4308,651,534,359,71,58,39,광진구
538,서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,390,0,38,15000,390,116,1.7,2.0,2.9,13560,13560,13560,1263,1130,930,9084,7488,5088,757,624,424,60,49,33,영등포구
539,서울 관악구 신림동,330, 40 개, 26 개,1 대,4천 만원,340,50,합1억7천,-선택사항- ,-선택사항-     ,4000,17000,40,340,50,33,17000,390,133,1.9,2.4,3.5,13464,13464,13464,1254,1122,923,8772,7188,4800,731,599,400,51,42,28,관악구
540,서울 광진구 건대역,430, 42 개, 42 개,1 대,4천 만원,475,60,합3억3천,-선택사항- ,-선택사항-     ,4000,33000,42,475,60,39,33000,535,140,3.1,3.8,5.8,16704,16704,16704,1556,1392,1146,10572,8604,5652,881,717,471,32,26,17,광진구
541,서울 강동구 00동,390, 35 개, 35 개,1 대,5000 만원,580,0,27000,-선택사항- ,-선택사항-     ,5000,27000,35,580,0,38,27000,580,116,4.0,5.2,9.6,13560,13560,13560,1263,1130,930,6804,5208,2808,567,434,234,25,19,10,강동구
542,서울 광진구 00동,244.15, 34 개, 6 개,00 대,3천 만원,270, 없음 ,6천,-선택사항- ,-선택사항-     ,3000,6000,34,270,0,39,6000,270,113,0.6,0.7,0.9,13524,13524,13524,1259,1127,928,10512,8928,6540,876,744,545,175,148,109,광진구
543,서울 동작구 사당동,321.5, 50 개,  개,5 대,5000 만원,407,0,1억4000,-선택사항- ,-선택사항-     ,5000,14000,50,407,0,38,14000,407,166,0.9,1.1,1.5,19380,19380,19380,1805,1615,1330,14784,12504,9084,1232,1042,757,105,89,64,동작구
544,서울 영등포구 00동,380, 39 개,  개,00 대,5000 만원,410,0,21000,-선택사항- ,-선택사항-     ,5000,21000,39,410,0,38,21000,410,130,2.0,2.4,3.5,15108,15108,15108,1407,1259,1037,10404,8628,5964,867,719,497,49,41,28,영등포구
545,서울 송파구 잠실동,309.68, 30 개, 30 개,1 대,4500 만원,400,0,2억4천,-선택사항- ,-선택사항-     ,4500,24000,30,400,0,42,24000,400,100,2.9,3.5,5.2,12852,12852,12852,1197,1071,882,8364,6852,4584,697,571,382,34,28,19,송파구
546,서울 관악구 00동,380, 40 개,  개,00 대,5000 만원,370,0,18000,-선택사항- ,-선택사항-     ,5000,18000,40,370,0,33,18000,370,133,2.0,2.4,3.6,13464,13464,13464,1254,1122,923,9012,7428,5040,751,619,420,50,41,28,관악구
547,서울 중구 00동,380, 35 개,  개,00 대,5000 만원,400,0,21000,-선택사항- ,-선택사항-     ,5000,21000,35,400,0,41,21000,400,116,2.1,2.5,3.6,14628,14628,14628,1363,1219,1004,10164,8436,5856,847,703,488,48,40,27,중구
548,서울 강동구 00동,240.3, 28 개, 16 개,없음 대,3000 만원,264, 없음 ,17000,-선택사항- ,-선택사항-     ,3000,17000,28,264,0,38,17000,264,93,2.2,2.6,3.7,10848,10848,10848,1010,904,744,7836,6564,4644,653,547,387,46,38,27,강동구
549,서울 노원구 00동,300.48, 34 개,  개,가능 대,8000 만원,462, 없음 ,23000,-선택사항- ,-선택사항-     ,8000,23000,34,462,0,36,23000,462,113,3.3,4.1,6.8,12480,12480,12480,1162,1040,856,7044,5580,3372,587,465,281,30,24,14,노원구
550,서울 관악구 00동,195.4, 33 개, 2 개,00 대,2000 만원,195, 없음 ,8천,-선택사항- ,-선택사항-     ,2000,8000,33,195,0,33,8000,195,110,0.9,1.1,1.5,11100,11100,11100,1034,925,762,8748,7440,5484,729,620,457,109,93,68,관악구
551,서울 중랑구 00동,309.69, 29 개, 29 개,00 대,6천 만원,380, 없음 ,1억7천,-선택사항- ,-선택사항-     ,6000,17000,29,380,0,32,17000,380,96,3.5,4.5,8.2,9456,9456,9456,881,788,649,4860,3744,2076,405,312,173,28,22,12,중랑구
552,서울 강동구 00동,339.75, 50 개, 4 개,00 대,4000 만원,407,0,1억,-선택사항- ,-선택사항-     ,4000,10000,50,407,0,38,10000,407,166,0.7,0.8,1.1,19380,19380,19380,1805,1615,1330,14784,12504,9084,1232,1042,757,147,125,90,강동구
553,서울 동작구 00동,334, 31 개, 31 개,00 대,4000 만원,392,0,2억,-선택사항- ,-선택사항-     ,4000,20000,31,392,0,38,20000,392,103,2.7,3.3,5.1,12012,12012,12012,1119,1001,824,7488,6072,3948,624,506,329,37,30,19,동작구
554,서울 서초구 00동,404.8, 27 개, 27 개,00 대,5000 만원,420,25,2억,-선택사항- ,-선택사항-     ,5000,20000,27,420,25,45,20000,445,90,2.7,3.4,5.3,12384,12384,12384,1154,1032,850,7428,5964,3780,619,497,315,37,29,18,서초구
555,서울 중구 00동,486.3, 37 개, 14 개,00 대,5000 만원,450,72,2억,-선택사항- ,-선택사항-     ,5000,20000,37,450,72,41,20000,522,123,2.1,2.6,4.0,15468,15468,15468,1441,1289,1061,9552,7728,4992,796,644,416,47,38,24,중구
556,서울 송파구 00동,974.36, 40 개, 30 개,00 대,5천 만원,450, 없음 ,2억7천,-선택사항- ,-선택사항-     ,5000,27000,40,450,0,42,27000,450,133,2.2,2.7,3.8,17136,17136,17136,1596,1428,1176,12156,10140,7116,1013,845,593,45,37,26,송파구
557,서울 광진구 구의동,320, 40 개, 11 개,1 대,4000 만원,400,0,2억,2호선 구의역,-선택사항-     ,4000,20000,40,400,0,39,20000,400,133,1.8,2.1,3.0,15912,15912,15912,1482,1326,1092,11388,9516,6708,949,793,559,56,47,33,광진구
558,서울 마포구 00동,168.87, 30 개, 0 개,00 대,3000 만원,200,0,8000,-선택사항- ,-선택사항-     ,3000,8000,30,200,0,40,8000,200,100,0.8,0.9,1.2,12240,12240,12240,1140,1020,840,10080,8640,6480,840,720,540,126,108,81,마포구
559,서울 서대문구 00동,238, 44 개,  개,00 대,7000 만원,330,0,8200,3호선 ,-선택사항-     ,7000,8200,44,330,0,39,8200,330,146,0.6,0.7,0.9,17496,17496,17496,1630,1458,1201,13848,11784,8700,1154,982,725,168,143,106,서대문구
560,서울 동작구 00동,232.65, 48 개, 0 개,5 대,5000 만원,462,46,29000,-선택사항- ,-선택사항-     ,5000,29000,48,462,46,38,29000,508,160,2.3,2.7,4.0,18600,18600,18600,1732,1550,1276,12768,10584,7296,1064,882,608,44,36,25,동작구
561,서울 관악구 00동,451.89, 40 개,  개,00 대,5000 만원,330, 30만원 ,15000,-선택사항- ,-선택사항-     ,5000,15000,40,330,30,33,15000,360,133,1.6,2.0,2.9,13464,13464,13464,1254,1122,923,9132,7548,5160,761,629,430,60,50,34,관악구
562,서울 노원구 00동,330, 52 개,  개,00 대,6000 만원,680,0,28000,-선택사항- ,-선택사항-     ,6000,28000,52,680,0,36,28000,680,173,2.5,3.2,5.1,19092,19092,19092,1778,1591,1310,11100,8856,5484,925,738,457,39,31,19,노원구
563,서울 동작구 00동,465.3, 48 개, 23 개,3 대,5000 만원,462,46,30000,-선택사항- ,-선택사항-     ,5000,30000,48,462,46,38,30000,508,160,2.3,2.8,4.1,18600,18600,18600,1732,1550,1276,12768,10584,7296,1064,882,608,42,35,24,동작구
564,서울 종로구 종로동,330, 30 개, 30 개,00 대,3천 만원,220,20,합2억9천,-선택사항- ,-선택사항-     ,3000,29000,30,220,20,42,29000,240,100,2.8,3.3,4.5,12852,12852,12852,1197,1071,882,10284,8772,6504,857,731,542,35,30,22,종로구
565,서울 동작구 00동,367.02, 48 개,  개,00 대,5000 만원,462, 46만원 ,30000,-선택사항- ,-선택사항-     ,5000,30000,48,462,46,38,30000,508,160,2.3,2.8,4.1,18600,18600,18600,1732,1550,1276,12768,10584,7296,1064,882,608,42,35,24,동작구
566,서울 중랑구 00동,290.72, 34 개,  개,가능 대,5000 만원,370, 35만원 ,12000,-선택사항- ,-선택사항-     ,5000,12000,34,370,35,32,12000,405,113,1.9,2.5,4.1,11088,11088,11088,1033,924,761,6180,4872,2916,515,406,243,51,40,24,중랑구
567,서울 마포구 00동,292.97, 38 개,  개,00 대,9000 만원,277,150,27000,-선택사항- ,-선택사항-     ,9000,27000,38,277,150,40,27000,427,126,2.5,3.0,4.4,15504,15504,15504,1444,1292,1064,10692,8868,6132,891,739,511,39,32,22,마포구
568,서울 중구 00동,224.85, 35 개,  개,00 대,5000 만원,443, 없음 ,30000,-선택사항- ,-선택사항-     ,5000,30000,35,443,0,41,30000,443,116,3.1,3.8,5.6,14628,14628,14628,1363,1219,1004,9648,7920,5340,804,660,445,32,26,17,중구
569,서울 마포구 00동,352.46, 36 개,  개,00 대,5000 만원,500,0,26000,-선택사항- ,-선택사항-     ,5000,26000,36,500,0,40,26000,500,120,2.9,3.6,5.6,14688,14688,14688,1368,1224,1007,8976,7248,4644,748,604,387,34,27,17,마포구
570,서울 동작구 00동,245, 38 개,  개,00 대,5000 만원,460, 없음 ,26000,-선택사항- ,-선택사항-     ,5000,26000,38,460,0,38,26000,460,126,2.8,3.4,5.1,14724,14724,14724,1371,1227,1010,9420,7692,5088,785,641,424,36,29,19,동작구
571,서울 금천구 00동,324.12, 59 개,  개,00 대,5000 만원,240,0,13000,-선택사항- ,-선택사항-     ,5000,13000,59,240,0,38,13000,240,196,0.6,0.7,1.0,22860,22860,22860,2129,1905,1569,20316,17628,13596,1693,1469,1133,156,135,104,금천구
572,서울 서초구 00동,0, 44 개,  개,00 대,6000 만원,570,0,24000,-선택사항- ,-선택사항-     ,6000,24000,44,570,0,45,24000,570,146,1.7,2.1,3.0,20196,20196,20196,1881,1683,1386,13980,11604,8040,1165,967,670,58,48,33,서초구
573,서울 동작구 00동,0, 32 개,  개,00 대,4000 만원,360,0,22000,-선택사항- ,-선택사항-     ,4000,22000,32,360,0,38,22000,360,106,2.7,3.2,4.8,12396,12396,12396,1155,1033,851,8268,6804,4620,689,567,385,37,30,21,동작구
574,서울 마포구 00동,100평 ,  개,  개,00 대,8000 만원,250,0,27000,-선택사항- ,-선택사항-     ,8000,27000,0,250,0,40,27000,250,100,2.8,3.4,4.6,12240,12240,12240,1140,1020,840,9480,8040,5880,790,670,490,35,29,21,마포구
575,서울 양천구 00동,0, 40 개,  개,00 대,9000 만원,470,0,16000,-선택사항- ,-선택사항-     ,9000,16000,40,470,0,35,16000,470,133,1.8,2.3,3.5,14280,14280,14280,1330,1190,979,8724,7044,4512,727,587,376,54,44,28,양천구
576,서울 동작구 00동,220, 34 개,  개,00 대,3000 만원,200,0,6500,-선택사항- ,-선택사항-     ,3000,6500,34,200,0,38,6500,200,113,0.6,0.7,0.9,13176,13176,13176,1227,1098,904,10968,9420,7092,914,785,591,168,144,109,동작구
577,서울 동작구 00동,180, 24 개,  개,00 대,5000 만원,250,0,14000,-선택사항- ,-선택사항-     ,5000,14000,24,250,0,38,14000,250,80,2.2,2.6,3.8,9300,9300,9300,866,775,638,6432,5340,3696,536,445,308,45,38,26,동작구
578,서울 중구 00동,160, 30 개,  개,00 대,4500 만원,340,0,17000,-선택사항- ,-선택사항-     ,4500,17000,30,340,0,41,17000,340,100,1.9,2.3,3.4,12540,12540,12540,1168,1045,861,8736,7260,5052,728,605,421,51,42,29,중구
579,서울 종로구 00동,1150, 40 개,  개,00 대,4500 만원,380,0,15500,-선택사항- ,-선택사항-     ,4500,15500,40,380,0,42,15500,380,133,1.2,1.4,1.9,17136,17136,17136,1596,1428,1176,12996,10980,7956,1083,915,663,83,70,51,종로구
580,서울 광진구 00동,380, 45 개,  개,00 대,5천 만원,450,0,1억2천,-선택사항- ,-선택사항-     ,5000,12000,45,450,0,39,12000,450,150,0.9,1.1,1.6,17892,17892,17892,1667,1491,1228,12804,10692,7536,1067,891,628,106,89,62,광진구
581,서울 종로구 00동,280, 33 개,  개,00 대,6000 만원,370,0,31000,-선택사항- ,-선택사항-     ,6000,31000,33,370,0,42,31000,370,110,3.1,3.7,5.3,14136,14136,14136,1316,1178,970,10032,8376,5880,836,698,490,32,27,18,종로구
582,서울 강서구 00동,330, 42 개,  개,00 대,4천 만원,250,0,1억,-선택사항- ,-선택사항-     ,4000,10000,42,250,0,34,10000,250,140,0.9,1.0,1.4,14556,14556,14556,1356,1213,999,11592,9876,7308,966,823,609,115,98,73,강서구
583,서울 서대문구 00동,430, 39 개, 39 개,00 대,9000 만원,560,0,3억5천,-선택사항- ,-선택사항-     ,9000,35000,39,560,0,39,35000,560,130,3.9,4.8,7.8,15504,15504,15504,1444,1292,1064,9048,7224,4488,754,602,374,25,20,12,서대문구
584,서울 서대문구 00동,430, 39 개, 39 개,00 대,9000 만원,560,0,3억5천,-선택사항- ,-선택사항-     ,9000,35000,39,560,0,39,35000,560,130,3.9,4.8,7.8,15504,15504,15504,1444,1292,1064,9048,7224,4488,754,602,374,25,20,12,서대문구
585,서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0,38,28000,550,116,3.9,5.0,8.8,13560,13560,13560,1263,1130,930,7164,5568,3168,597,464,264,25,19,11,강동구
586,서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0,38,21000,510,110,3.1,3.9,6.8,12780,12780,12780,1191,1065,877,6852,5340,3084,571,445,257,32,25,14,동작구
587,서울 용산구 00동,110, 47 개,  개,00 대,9000 만원,440,0,13000,-선택사항- ,-선택사항-     ,9000,13000,47,440,0,37,13000,440,156,1.0,1.2,1.7,17736,17736,17736,1652,1478,1217,12672,10584,7452,1056,882,621,97,81,57,용산구
588,서울 종로구 00동,100, 36 개,  개,00 대,8000 만원,450,0,18000,-선택사항- ,-선택사항-     ,8000,18000,36,450,0,42,18000,450,120,1.7,2.1,3.1,15420,15420,15420,1436,1285,1058,10392,8580,5856,866,715,488,57,47,32,종로구
589,서울 종로구 명륜2가,238.47, 58 개, 40 개,2 대,9천 만원,580, 60만원 ,2억,-선택사항- ,-선택사항-     ,9000,20000,58,580,60,42,20000,640,193,1.1,1.3,1.9,24840,24840,24840,2314,2070,1705,17772,14844,10464,1481,1237,872,88,74,52,종로구
590,서울 강남구 00동,330,  개,  개,00 대,5000 만원,470,0,2억2천,-선택사항- ,-선택사항-     ,5000,22000,0,470,0,48,22000,470,100,2.3,2.8,4.2,14688,14688,14688,1368,1224,1007,9576,7848,5244,798,654,437,43,35,23,강남구
591,서울 강남구 00동,330,  개,  개,00 대,5000 만원,470,0,2억2천,-선택사항- ,-선택사항-     ,5000,22000,0,470,0,48,22000,470,100,2.3,2.8,4.2,14688,14688,14688,1368,1224,1007,9576,7848,5244,798,654,437,43,35,23,강남구
592,서울 강남구 00동,330,  개,  개,00 대,5000 만원,470,0,2억2천,-선택사항- ,-선택사항-     ,5000,22000,0,470,0,48,22000,470,100,2.3,2.8,4.2,14688,14688,14688,1368,1224,1007,9576,7848,5244,798,654,437,43,35,23,강남구
593,서울 종로구 00동,387.51,  개,  개,00 대,6천만 만원,660,0,3억6천만,-선택사항- ,-선택사항-     ,6000,36000,0,660,0,42,36000,660,100,6.9,9.6,24.6,12852,12852,12852,1197,1071,882,5244,3732,1464,437,311,122,14,10,4,종로구
594,서울 강남구 00동,450,  개,  개,00 대, 만원,650,0,3억5천,-선택사항- ,-선택사항-     ,0,35000,0,650,0,48,35000,650,100,4.7,6.2,11.3,14688,14688,14688,1368,1224,1007,7416,5688,3084,618,474,257,21,16,8,강남구
595,서울 용산구 청파동1가,685.84, 50 개, 8 개,00 대,5000 만원,700,0,13000,-선택사항- ,-선택사항-     ,5000,13000,50,700,0,37,13000,700,166,1.2,1.5,2.5,18864,18864,18864,1757,1572,1295,10692,8472,5148,891,706,429,82,65,39,용산구
596,서울 동대문구 이문동,295.2, 38 개, 14 개,2 대,4천 만원,360, 52만원 ,1억4천,-선택사항- ,-선택사항-     ,4000,14000,38,360,52,37,14000,412,126,1.5,1.8,2.6,14340,14340,14340,1335,1195,984,9564,7884,5352,797,657,446,68,56,38,동대문구
597,서울 마포구 노고산동,292.97, 38 개, 25 개,00 대,8000 만원,470,0,26000,-선택사항- ,-선택사항-     ,8000,26000,38,470,0,40,26000,470,126,2.6,3.1,4.6,15504,15504,15504,1444,1292,1064,10176,8352,5616,848,696,468,39,32,21,마포구
598,서울 서대문구 북가좌동,250.25, 25 개, 4 개,00 대,1500 만원,180,0,7000,-선택사항- ,-선택사항-     ,1500,7000,25,180,0,39,7000,180,83,0.9,1.0,1.4,9936,9936,9936,926,828,682,7956,6780,5028,663,565,419,113,96,71,서대문구
599,서울 종로구 00동,. , 24 개, . 개,. 대,. 만원, . , . ,2억2천,1호선 종각역,-선택사항-     ,0,22000,24,0,0,42,22000,0,80,2.1,2.4,2.9,10272,10272,10272,957,856,705,10524,9312,7500,877,776,625,47,42,34,종로구
