순번,지역,주소,인근 지하철,고시원명,빈방,총 방갯수,월세,식사 제공,주차 제공,남녀 구분,층 분리,공실률,,,지역 평균 공실률,
191,마포구,서울 마포구 백범로 11,2호선 신촌역,허브레지던스 신촌점,0,36,월세  28~43,Y,N,공용,Y,0.00%,,,,
192,영등포구,서울 영등포구 영신로 33,1호선 영등포역,코아리빙텔 영등포점,0,25,월세  29~45,Y,N,여성전용,N,0.00%,,,,
193,강남구,서울 강남구 선릉로99길 5,2호선 선 릉역,아이비하우스 선릉점,1,40,월세  40~45,Y,N,공용,Y,2.50%,,,,
194,종로구,서울 종로구 율곡로4길 11-3,3호선 안국역,아름하우스,1,30,월세  40~50,Y,3,공용,Y,3.33%,,,,
195,송파구,서울 송파구 삼학사로 95,9호선 석촌고분역,코코고시텔,0,45,월세  25~45,Y,5,공용,Y,0.00%,,,,
196,관악구,서울 관악구 남부순환로 1759,2호선 봉천역,스토리하우스 서울대점,0,65,월세  25~50,Y,5,공용,Y,0.00%,,,,
197,광진구,서울 광진구 아차산로 38길 7,2호선 건대입구역,마이빌고시텔,1,34,월세  22~28,Y,N,공용,N,2.94%,,,,
198,관악구,서울 관악구 호암로22가길 25,N,신유림고시원룸,1,27,월세  30~40,Y,1,공용,N,3.70%,,,,
199,서초구,서울 서초구 반포대로30길 12-3,2호선 서초역,이e리빙텔,0,50,월세  25~45,Y,N,공용,N,0.00%,,,,
200,서초구,서울 서초구 효령로55길 28,3호선 남부터미널역,샤르망하우스,0,32,월세  35~50,Y,4,공용,N,0.00%,,,,
201,마포구,서울 마포구 와우산로29길 63,2호선 홍대입구역,홍대찰스텔,0,80,월세  40~50,Y,10,공용,Y,0.00%,,,,
202,마포구,서울 마포구 효창목길 23,5호선 애오개역,원향하우스 여성전용,0,20,월세  28~45,Y,N,여성전용,N,0.00%,,,,
203,서대문구,서울 서대문구 연세로9길 3,2호선 신촌역,비버하우스 신촌점,0,45,월세  30~55,Y,N,공용,Y,0.00%,,,,
204,마포구,서울 마포구 신촌로16길 10,2호선 신촌역,풀하우스리빙텔 신촌점,0,43,월세  30~45,Y,N,공용,Y,0.00%,,,,
205,강남구,서울 강남구 삼성로 350,2호선 삼성역,웰컴고시원,0,55,월세  25~50,Y,1,공용,Y,0.00%,,,,
206,마포구,서울 마포구 월드컵북로1길 50,2호선 홍대입구역,명문고시원,0,28,월세  20~28,Y,N,공용,N,0.00%,,,,
207,강남구,서울 강남구 삼성로71길 28,분당선 한티역,성원학사,0,50,월세  75~130,Y,N,남성전용,N,0.00%,,,,
208,강남구,서울 강남구 삼성로71길 45,분당선 한티역,원스룸 대치점 ,0,10,월세  70~80,Y,1,공용,N,0.00%,,,,
209,강남구,서울 강남구 역삼로 508,2호선 삼성역,강남여학사,0,40,월세  100~140,Y,2,여성전용,N,0.00%,,,,
210,강남구,서울 강남구 삼성로76길 19,2호선 삼성역,리빙텔,0,22,월세  40~55,Y,6,공용,N,0.00%,,,,
211,강남구,서울 강남구 삼성로76길 5-11,2호선 삼성역,아이I고시텔,0,30,월세  70~100,Y,5,공용,N,0.00%,,,,
212,강남구,서울 강남구 삼성로81길 30,2호선 선 릉역,에코리빙텔 대치점,0,28,월세  45~50,Y,2,공용,Y,0.00%,,,,
213,서대문구,서울 서대문구 이화여대2가길 24,2호선 이대역,미래고시텔,1,31,월세  23~32,Y,N,여성전용,N,3.23%,,,,
214,서대문구,서울 서대문구 성산로 494-30,경의중앙선 신촌역 (경의중앙선 ),이지리빙텔 여성전용,0,17,월세  25~37,Y,1,여성전용,Y,0.00%,,,,
215,강남구,서울 강남구 논현로36길 25,3호선 매봉역,프리모하우스,0,24,월세  49~53,Y,3,공용,N,0.00%,,,,
216,광진구,서울 광진구 아차산로 297,2호선 건대입구역,파인하우스 건대점,0,38,월세  27~43,Y,N,공용,Y,0.00%,,,,
217,강남구,서울 강남구 봉은사로82길 16,9호선 삼성중앙역,모젠하우스 코엑스점,0,25,월세  35~65,Y,2,공용,N,0.00%,,,,
218,강남구,서울 강남구 선릉로120길 5,9호선 선 정릉역,초코하우스,0,20,월세  50~75,Y,2,여성전용,N,0.00%,,,,
219,강남구,서울 강남구 테헤란로77길 11-11,2호선 선 릉역,코코레지던스 선릉점,0,68,월세  30~65,Y,1,공용,N,0.00%,,,,
220,강남구,서울 강남구 테헤란로77길 11-15,2호선 선 릉역,삼성레지던스,0,31,월세  60~80,Y,3,공용,N,0.00%,,,,
221,마포구,서울 마포구 홍익로3길 8,2호선 홍대입구역,홍대고시텔,1,51,월세  15~40,Y,2,공용,N,1.96%,,,,
222,마포구,서울 마포구 서강로9길 40,경의중앙선 서강대역,스테이하이 2호점,0,28,월세  55~75,Y,2,공용,Y,0.00%,,,,
223,마포구,서울 마포구 토정로16길8,6호선 광흥창역,오픈하우스 광흥창역점,1,38,월세  30~45,Y,N,공용,N,2.63%,,,,
224,마포구,서울 마포구 토정로 314 ,5호선 마포역,하이리빙텔 마포점,0,34,월세  25~40,Y,1,공용,N,0.00%,,,,
225,강남구,서울 강남구 역삼로 514,2호선 삼성역,미래고시텔 대치점,1,16,월세  40~50,Y,N,공용,Y,6.25%,,,,
226,서대문구,서울 서대문구 연세로4길 30,2호선 신촌역,예솔리빙텔 연대점,0,31,월세  25~55,Y,N,공용,N,0.00%,,,,
227,서대문구,서울 서대문구 경기대로9길 91-1,2호선 충정로역,캐슬고시텔,9,35,월세  30~40,Y,N,공용,Y,25.71%,,,,
228,강남구,서울 강남구 언주로172길 30,분당선 압구정로데오역,아이엘레지던스 압구정점,1,17,월세  45~65,Y,N,공용,N,5.88%,,,,
229,서대문구,서울 서대문구 충정로 43-4,2호선 충정로역,리빙캐슬 서대문점,0,30,월세  30~60,Y,N,여성전용,Y,0.00%,,,,
230,강남구,서울 강남구 역삼로81길 6,2호선 삼성역,이편한레지던스,0,60,월세  26~60,Y,9,공용,N,0.00%,,,,
231,송파구,서울 송파구 동남로18길 51,5호선 개롱역,영상고시원,0,27,월세  22~28,Y,2,남성전용,N,0.00%,,,,
232,서대문구,서울 서대문구 연세로9길 28,2호선 신촌역,코코리빙텔 연대점,0,45,월세  25~35,Y,N,공용,Y,0.00%,,,,
233,서대문구,서울 서대문구 명물길 66,경의중앙선 신촌역 (경의중앙선 ),노블레지던스 신촌점,1,32,월세  35~70,Y,N,공용,Y,3.13%,,,,
234,양천구,서울 양천구 오목로 190-1,5호선 신정역,목동역원룸텔,0,43,월세  35~50,Y,3,공용,Y,0.00%,,,,
235,마포구,서울 마포구 신촌로12다길 5 ,2호선 신촌역,스테이하이 1호점,0,50,월세  50~75,Y,N,공용,Y,0.00%,,,,
236,용산구,서울 용산구 우사단로14길 3,6호선 이태원역,드림고시원,0,55,월세  24~31,Y,N,공용,N,0.00%,,,,
237,강남구,서울 강남구 테헤란로21길 13,2호선 역삼역,스타하우스 역삼동점,0,48,월세  28~34,Y,1,공용,Y,0.00%,,,,
238,마포구,서울 마포구 와우산로21길 31-11,6호선 상수역,초코레지던스 홍대본점,1,54,월세  30~45,Y,N,공용,Y,1.85%,,,,
239,중랑구,서울 중랑구 망우로 192,경의중앙선 중랑역,소호원룸텔 중랑상봉점,0,46,월세  35~45,Y,N,공용,N,0.00%,,,,
240,강남구,서울 강남구 언주로87길 44,2호선 역삼역,에코하우스원룸텔 역삼점,1,60,월세  35~50,Y,3,공용,Y,1.67%,,,,
241,서대문구,서울 서대문구 신촌로3나길 15-4,2호선 홍대입구역,쉐르빌원룸텔 신촌점,0,44,월세  58~65,Y,1,공용,N,0.00%,,,,
242,강남구,서울 강남구 강남대로94길 55-7,2호선 역삼역,와이엠YM리빙텔,0,60,월세  35~40,Y,2,공용,Y,0.00%,,,,
243,서대문구,서울 서대문구 통일로39가길 10-3 ,3호선 홍제역,오투하우스 홍제점,0,33,월세  35~47,Y,4,공용,Y,0.00%,,,,
244,서초구,서울 서초구 사평대로 353,9호선 신논현역,삼성리빙텔 강남점,1,50,월세  50~70,Y,N,공용,N,2.00%,,,,
245,강남구,서울 강남구 선릉로93길 17,2호선 선 릉역,리빙캐슬 선릉점,1,36,월세  36~55,Y,N,공용,Y,2.78%,,,,
246,강남구,서울 강남구 영동대로85길19,2호선 삼성역,니오빌원룸텔 삼성역점,0,39,월세  45~70,Y,2,공용,N,0.00%,,,,
247,강남구,서울 강남구 논현로79길 62,2호선 역삼역,쉐르빌하우스,0,36,월세  28~45,Y,3,공용,Y,0.00%,,,,
248,강남구,서울 강남구 도곡로25길 6,3호선 매봉역,코쿤하우스 역삼2,0,44,월세  40~50,Y,8,공용,Y,0.00%,,,,
249,강남구,서울 강남구 역삼로7길 2,2호선 강남역,모닝하우스 강남점,1,50,월세  30~60,Y,N,공용,Y,2.00%,,,,
250,강남구,서울 강남구 논현로71길 34,2호선 역삼역,세종리빙텔 강남점,1,39,월세  35~55,Y,5,공용,N,2.56%,,,,
251,서대문구,서울 서대문구 이화여대2길 4,2호선 이대역,노블레지던스 이대점,0,14,월세  40~55,Y,N,여성전용,N,0.00%,,,,
252,영등포구,서울 영등포구 여의대방로61길 5-6,1호선 대방역,코지리빙텔 여의도 대방역점,1,39,월세  30~45,Y,1,공용,Y,2.56%,,,,
253,강남구,서울 강남구 언주로81길 8,2호선 역삼역,코아리빙텔 선릉점,1,29,월세  32~58,Y,1,공용,N,3.45%,,,,
254,광진구,서울 광진구 능동로19길 21-2,7호선 어린이대공원역,코아리빙텔 세종대점,0,41,월세  25~42,Y,N,공용,Y,0.00%,,,,
255,강남구,서울 강남구 테헤란로21길 6,2호선 역삼역,에비뉴 힐 리빙텔,0,40,월세  25~45,Y,N,공용,Y,0.00%,,,,
256,강남구,서울 강남구 개포로140길 28,3호선 대청역,더블유W레지던스 삼성병원점,0,38,월세  44~50,Y,N,공용,N,0.00%,,,,
257,서초구,서울 서초구 강남대로41길 22-8 ,3호선 양재역,스마트고시원,0,32,월세  25~30,Y,3,남성전용,N,0.00%,,,,
258,서초구,서울 서초구 강남대로43길 26 ,3호선 양재역,마이빌원룸텔,0,24,월세  40~60,Y,3,공용,N,0.00%,,,,
259,강동구,서울 강동구 진황도로43길 13-12,5호선 길동역,이스턴빌원룸텔,1,50,월세  35~55,Y,10,공용,Y,2.00%,,,,
260,강동구,서울 강동구 천호대로 1163,5호선 길동역,스토리하우스 길동점,0,39,월세  35~50,Y,N,공용,N,0.00%,,,,
261,서초구,서울 서초구 서초대로60길 34,2호선 교대역,두란노원룸텔고시원,0,65,월세  28~60,Y,N,공용,N,0.00%,,,,
262,서초구,서울 서초구 남부순환로339길 64-19 ,3호선 남부터미널역,클래식리빙텔 남부터미널점,0,38,월세  23~35,Y,N,공용,Y,0.00%,,,,
263,동작구,서울 동작구 사당로29가길 8,4호선 총신대입구(이수)역,리빙파크 이수역점,1,42,월세  40~50,Y,3,공용,N,2.38%,,,,
264,광진구,서울 광진구 천호대로 525,5호선 군자역,심플하우스 군자역점,0,48,월세  37~45,Y,N,공용,N,0.00%,,,,
265,성동구,서울 성동구 연무장길 47,2호선 성수역,풀옵션레지던스 성수점,0,25,월세  38~45,Y,N,공용,N,0.00%,,,,
266,서초구,서울 서초구 강남대로2길 10,신분당선 양재시민의숲역,노블레스 원룸텔,0,20,월세  30~45,Y,N,공용,N,0.00%,,,,
267,서초구,서울 서초구 마방로10길 18-30,신분당선 양재시민의숲역,힐리빙텔 양재점,0,44,월세  35~40,Y,N,공용,Y,0.00%,,,,
268,성동구,서울 성동구 연무장길 52,2호선 성수역,씨앤에스원룸텔,1,53,월세  38~53,Y,12,공용,N,1.89%,,,,
269,강동구,서울 강동구 양재대로124길 33,5호선 굽은다리역,쉐르빌원룸텔,1,35,월세  30~65,Y,6,공용,N,2.86%,,,,
270,서초구,서울 서초구 매헌로6길 36-9,신분당선 양재시민의숲역,모젠하우스 양재 잔디마을점,0,16,월세  30~60,Y,N,여성전용,N,0.00%,,,,
271,강동구,서울 강동구 양재대로89가길 14,5호선 둔촌동역,상아탑고시텔,0,33,월세  20~28,Y,3,공용,N,0.00%,,,,
272,서초구,서울 서초구 방배로 199,7호선 내방역,오투리빙텔 방배점,0,35,월세  30~55,Y,5,공용,Y,0.00%,,,,
273,강동구,서울 강동구 풍성로 213,5호선 둔촌동역,소망고시원,0,27,월세  25~40,Y,N,공용,N,0.00%,,,,
274,송파구,서울 송파구 가락로 146,8호선 송파역,리빙파크원룸텔 송파역점,1,40,월세  30~45,Y,2,공용,N,2.50%,,,,
275,서대문구,서울 서대문구 연세로5다길 3 ,2호선 신촌역,풀하우스 신촌점,0,42,월세  32~45,Y,2,공용,Y,0.00%,,,,
276,성동구,서울 성동구 왕십리로 223 ,2호선 한양대역,쉐르빌리빙텔 한양대점,0,52,월세  28~35,Y,N,공용,Y,0.00%,,,,
277,영등포구,서울 영등포구 대림로29길 43,2호선 대림역,마이홈리빙텔 대림점,0,31,월세  30~40,Y,N,공용,N,0.00%,,,,
278,광진구,서울 광진구 긴고랑로 21,7호선 중곡역,선우고시텔,0,42,월세  20~25,Y,N,공용,N,0.00%,,,,
279,성동구,서울 성동구 왕십리로21길 23,5호선 행당역,그린리빙텔,0,30,월세  25~34,Y,N,공용,N,0.00%,,,,
280,성북구,서울 성북구 동소문로 269 ,4호선 길음역,아이엘원룸텔,0,16,월세  40~50,Y,N,공용,N,0.00%,,,,
281,성동구,서울 성동구 왕십리로31나길 43,2호선 상왕십리역,아이게스트하우스 왕십리한양대점,0,50,월세  35~45,Y,N,공용,Y,0.00%,,,,
282,강북구,서울 강북구 한천로 1062,4호선 수유역,월드고시텔,0,37,월세  18~27,Y,2,공용,N,0.00%,,,,
283,중구,서울 중구 청파로103길 6,경의중앙선 서울역 (경의중앙선 ),소호원룸텔 충정로점,1,50,월세  27~45,Y,N,공용,Y,2.00%,,,,
284,종로구,서울 종로구 수표로 26길 12,1호선 종로3가역,낙원고시텔,0,78,월세  23~32,Y,N,공용,N,0.00%,,,,
285,성북구,서울 성북구 종암로 25,6호선 고려대역,금탑고시텔,0,40,월세  17~30,Y,N,공용,N,0.00%,,,,
286,도봉구,서울 도봉구 도봉로159길 19,1호선 도봉역,도봉고시텔,0,47,월세  25~32,Y,N,공용,N,0.00%,,,,
287,성북구,서울 성북구 안암로 81,6호선 안암역,투유2u게스트하우스,1,45,월세  35~55,Y,N,공용,N,2.22%,,,,
288,관악구,서울 관악구 쑥고개로 91,2호선 봉천역,리빙캐슬 서울대점,0,63,월세  20~45,Y,N,공용,Y,0.00%,,,,
289,강남구,서울 강남구 봉은사로82길 9-3,9호선 삼성중앙역,아이게스트하우스 여성전용 삼성점 ,0,28,월세  35~42,Y,5,여성전용,N,0.00%,,,,
290,관악구,서울 관악구 난곡로75길 11,2호선 신대방역,노블레지던스 신대방점,1,32,월세  29~38,Y,1,공용,N,3.13%,,,,
291,송파구,서울 송파구 백제고분로 245,9호선 석촌고분역,하이레지던스 잠실점,0,45,월세  35~45,Y,N,공용,N,0.00%,,,,
292,송파구,서울 송파구 백제고분로 431,9호선 송파나루역,코코레지던스 송파점,1,40,월세  27~38,Y,1,공용,Y,2.50%,,,,
293,강북구,서울 강북구 월계로 7,4호선 미아사거리역,스마텔고시원 미아사거리점,0,30,월세  18~25,Y,N,공용,N,0.00%,,,,
294,송파구,서울 송파구 송이로 97,3호선 경찰병원역,클래식리빙텔 가락점,1,36,월세  30~43,Y,2,공용,N,2.78%,,,,
295,송파구,서울 송파구 오금로13길 10-1,9호선 송파나루역,잠실 무지개 원룸텔 ,1,20,월세  33~60,Y,5,공용,Y,5.00%,,,,
296,관악구,서울 관악구 남부순환로 1635,2호선 신림역,인터넷고시원,1,34,월세  16~27,Y,1,공용,N,2.94%,,,,
297,송파구,서울 송파구 백제고분로 285,9호선 석촌고분역,엔고시텔,0,34,월세  22~25,Y,2,공용,N,0.00%,,,,
298,종로구,서울 종로구 율곡로30길 23,1호선 동대문역,수도고시원,0,28,월세  25~38,Y,N,남성전용,N,0.00%,,,,
299,강동구,서울 강동구 구천면로 214,5호선 천호역,싱글하우스 천호점,1,51,월세  28~42,Y,N,공용,Y,1.96%,,,,
300,성북구,서울 성북구 정릉로 454-4,4호선 길음역,싱글미니텔,1,43,월세  35~48,Y,N,공용,N,2.33%,,,,
301,서초구,서울 서초구 양재천로31길 15,3호선 매봉역,리빙캐슬 양재점,0,25,월세  42~50,Y,N,공용,N,0.00%,,,,
302,광진구,서울 광진구 자양로 18길 33,2호선 구의역,구의고시텔,0,45,월세  25~35,Y,5,공용,N,0.00%,,,,
303,송파구,서울 송파구 백제고분로40길 9,8호선 석촌역,리빙텔고시원,0,40,월세  22~26,Y,N,공용,N,0.00%,,,,
304,광진구,서울 광진구 아차산로 361,2호선 구의역,신세계원룸텔,0,34,월세  28~35,Y,10,공용,N,0.00%,,,,
305,송파구,서울 송파구 백제고분로45길 3 ,9호선 송파나루역,행운고시텔 송파점,0,39,월세  25~40,Y,2,공용,N,0.00%,,,,
306,성북구,서울 성북구 화랑로13길 20,6호선 월곡역,오픈하우스 월곡역점,1,23,월세  38~43,Y,N,여성전용,N,4.35%,,,,
307,강남구,서울 강남구 도산대로16길 13-7,3호선 신사역,코코리빙텔 신사점,0,30,월세  25~35,Y,1,공용,N,0.00%,,,,
308,광진구,서울 광진구 동일로 78,2호선 건대입구역,토마토고시텔,0,67,월세  26~40,Y,N,공용,Y,0.00%,,,,
309,광진구,서울 광진구 자양로 65,2호선 구의역,골든텔고시텔,1,40,월세  24~30,Y,N,공용,N,2.50%,,,,
310,송파구,서울 송파구 백제고분로45길 38-16,9호선 송파나루역,노블레지던스 잠실역점,0,33,월세  35~55,Y,2,공용,N,0.00%,,,,
311,송파구,서울 송파구 백제고분로 179,9호선 삼전역,소호리빙텔 잠실신천점,1,35,월세  24~45,Y,N,공용,Y,2.86%,,,,
312,광진구,서울 광진구 능동로1길 15,7호선 뚝섬유원지역,시온 여성전용리빙텔 ,0,16,월세  28~30,Y,N,여성전용,N,0.00%,,,,
313,구로구,서울 구로구 새말로8길 3,1호선 구로역,노블레지던스 구로역점,0,31,월세  35~50,Y,N,공용,N,0.00%,,,,
314,양천구,서울 양천구 목동중앙북로 16 ,9호선 등촌역,마이홈리빙텔 목동점,1,30,월세  32~40,Y,N,공용,N,3.33%,,,,
315,구로구,서울 구로구 가마산로27길 7,2호선 대림역,봄솔리빙텔,0,35,월세  35~50,Y,N,공용,N,0.00%,,,,
316,양천구,서울 양천구 등촌로 20,5호선 목동역,코엠리빙텔 목동점,0,35,월세  28~42,Y,N,공용,N,0.00%,,,,
317,구로구,서울 구로구 시흥대로 541,2호선 구로디지털단지역,구로한샘고시원,1,27,월세  20~30,Y,N,공용,N,3.70%,,,,
318,금천구,서울 금천구 가산로3길 34,1호선 독산역,노블레지던스 가산점,0,31,월세  30~50,Y,5,공용,N,0.00%,,,,
319,금천구,서울 금천구 벚꽃로38길 29,1호선 가산디지털단지역,휴리빙텔,1,45,월세  31~40,Y,2,공용,Y,2.22%,,,,
320,구로구,서울 구로구 구로중앙로 217-1,1호선 구로역,심플하우스 구로점,0,34,월세  25~45,Y,5,공용,N,0.00%,,,,
321,송파구,서울 송파구 백제고분로20길 13-8,9호선 삼전역,하나리빙텔 삼전역,1,37,월세  25~40,Y,2,공용,N,2.70%,,,,
322,서초구,서울 서초구 남부순환로331길 6-7,3호선 남부터미널역,포시즌리빙텔 남부터미널점,1,39,월세  35~45,Y,3,공용,N,2.56%,,,,
323,금천구,서울 금천구 가산로 142,1호선 가산디지털단지역,허브하우스 구로가산디지털단지점,0,46,월세  28~39,Y,5,공용,N,0.00%,,,,
324,서초구,서울 서초구 서초중앙로12길 35,3호선 남부터미널역,하버드텔,0,50,월세  20~50,Y,5,공용,Y,0.00%,,,,
325,영등포구,서울 영등포구 시흥대로 629,2호선 구로디지털단지역,아이티리빙텔,10,48,월세  25~36,Y,N,공용,N,20.83%,,,,
