,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교
2083,서울 종로구 종로4가,420,30 개,15 개,1 대,4천,370,30,합1억5천,None,None
2084,서울 영등포구 도림동,300,35 개,28 개,1 대,7천,350,10,권리금1억,None,None
2085,서울 중구 00동,340,45 개,44 개,1 대,4000,450,20,35000,None,None
2086,서울 중랑구 00동,500,46 개,개,00 대,7500,445,없음,17500,None,None
2087,서울 강동구 00동,304.88,28 개,개,00 대,3000,264,None,16000,None,None
2088,서울 성북구 00동,240,상담 개,개,00 대,7500,450,None,27000,None,None
2089,서울 서초구 00동,594.18,개,개,00 대,6000,578,None,19000,None,None
2090,서울 동작구 00동,393.75,45 개,개,00 대,10000,300,None,28000,None,None
2091,서울 동작구 00동,280,50 개,개,00 대,5000,350,None,13000,None,None
2092,서울 동대문구 00동,320,38 개,38 개,00 대,5천,470,30,3억,None,None
2093,서울 동대문구 00동,370,44 개,44 개,00 대,4천,440,30,3억5천,None,None
2094,서울 광진구 00동,509,40 개,40 개,00 대,4천,480,50,3억4천,None,None
2095,서울 동작구 00동,376,32 개,32 개,00 대,4천,290,None,2억8천,None,None
2096,서울 동작구 00동,330,35 개,35 개,00 대,1억5천,470,30,3억2천,None,None
2097,서울 성동구 한양대,328,30 개,8 개,1 대,2천,160,20,합1억6천,None,None
2098,서울 광진구 00동,300,43 개,0 개,00 대,5000,550,별도,3억3000,None,None
2099,서울 중랑구 00동,360,32 개,0 개,00 대,4000,240,None,8000,None,None
2100,서울 양천구 목동,270,34 개,25 개,5 대,9천,360,100만원,2억,None,None
2101,서울 서초구 서초동,310.5,34 개,25 개,X 대,5천,422,포함,2억7천,None,None
2102,서울 동작구 00동,151.2,23 개,개,00 대,5000,200,None,10000,None,None
2103,서울 동작구 00동,60,개,개,00 대,1억,700,None,1억6000,None,None
2104,서울 서초구 서초동,고시원,40 개,26 개,00 대,6000,575,None,2억1천,None,None
2105,서울 영등포구 00동,405.25,46 개,개,00 대,5000,450,None,6000,None,None
2106,서울 서초구 00동,270,40 개,개,00 대,6천,530,None,1억9천,None,None
2107,서울 성북구 00동,400,36 개,개,00 대,2천,290,None,1억4천,None,None
2108,서울 중구 00동,299,45 개,44 개,1 대,4000,450,20,35000,None,None
2109,서울 관악구 00동,500,36 개,25 개,00 대,4000,450,None,19500,None,None
2110,서울 강남구 역삼동,330,28 개,28 개,불가 대,6000,550,없음,2억7천,None,None
2111,서울 강남구 도곡역,288.58,40 개,0 개,1 대,3500,295,30,합7900,None,None
2112,서울 송파구 잠실동,300,38 개,30 개,불가 대,7000,450,없음,2억,None,None
2113,서울 송파구 양재대로,300,21 개,21 개,불가 대,1억,610,없음,3억1천,None,None
2114,서울 동작구 00동,429.78,36 개,36 개,00 대,5000,400,None,2억3000,None,None
2115,서울 동대문구 이문동,430,37 개,9 개,불가 대,4000,360,120,1억4천,None,None
2116,서울 서초구 서초동,295.2,50 개,27 개,불가 대,8500,520,46,2억4천,None,None
2117,서울 구로구 00동,404,24 개,개,00 대,2000,150,None,2000,None,None
2118,서울 성동구 도선동,285,개,개,00 대,5000,210,None,12000,None,None
2119,서울 금천구 00동,.,30 개,16 개,00 대,2000,220,30,1억3000,None,None
2120,서울 관악구 00동,280,29 개,개,00 대,4000,240,30,6500,None,None
2121,서울 구로구 00동,240,67 개,40 개,00 대,6500,650,None,2억7000,None,None
2122,서울 서초구 00동,520,개,개,00 대,10000,900,None,43000,None,None
2123,서울 강남구 00동,약 200평,개,개,00 대,740,10000,None,41000,None,None
2124,서울 서대문구 00동,약 200평,42 개,개,00 대,,600,70,2억3천,None,None
2125,서울 동대문구 00동,398,21 개,개,00 대,,205,17,1억,None,None
2126,서울 종로구 00,173,56 개,40 개,1 대,9000,580,별도,2억,None,None
2127,서울 구로구 00동,384.45,개,개,00 대,7000,450,사용량에 따라 부과,1억3000,None,None
2128,서울 영등포구 00동,500,개,개,00 대,6000,400,사용량에 따라 부과,1억3000,None,None
2129,서울 중랑구 00동,500,개,개,00 대,7500,405,None,17000,None,None
2130,서울 영등포구 00동,100,31 개,24 개,없음 대,4000,280,35,21000,None,None
2131,서울 송파구 00동,268.8,64 개,25 개,5 대,9500,600,없음,19000,None,None
2132,서울 송파구 00동,510.94,21 개,21 개,1 대,1억,500,60,31000,None,None
2133,서울 중랑구 00동,429.78,32 개,개,00 대,2500,255,434500,5500,None,None
2134,서울 강남구 00동,231,개,개,00 대,3000,260,None,8000,None,None
2135,서울 성동구 한양대역,45평,42 개,42 개,1 대,4천,47,66,합3억4천,None,None
2136,서울 구로구 00동,440,큰방2 개,0 개,1 대,2천,150,None,권리금,None,None
2137,서울 강남구 00동,300,13 개,개,00 대,3000,260,없음,8000,None,None
2138,서울 강남구 00동,155.89,13 개,개,00 대,3000,260,100,8000,None,None
2139,서울 강남구 강남구,155.89,개,개,00 대,1억,950,None,4억,None,None
2140,서울 동대문구 00동,128평,38 개,38 개,00 대,5천,470,30,3억,None,None
2141,서울 노원구 00동,370,42 개,개,00 대,5500,390,37만원,7500,None,None
2142,서울 구로구 00동,344.28,29 개,29 개,00 대,4천,300,None,2억6천,None,None
2143,서울 서대문구 창천동,320,33 개,4 개,00 대,4000,308,None,1억3천300,None,None
2144,서울 동작구 00동,202.6,35 개,35 개,00 대,1억5천,470,30,3억2천,None,None
2145,서울 구로구 00동,328,67 개,40 개,00 대,6천,600,50,2억6천5백,None,None
2146,서울 관악구 봉천동,562,35 개,35 개,2 대,3천,390,포함,1억8천,None,None
2147,서울 송파구 가락동,254.6,26 개,15 개,3 대,4천,320,23만원,1억4천,None,None
2148,서울 영등포구 00동,118.83,29 개,개,00 대,4천,420,None,2억2천,5호선 영등포구청역,None
2149,서울 동작구 00동,299.53,개,개,00 대,4000,490,사용량에 따라 부과,2억4000,None,None
2150,서울 동대문구 00동,270,개,개,00 대,5000,550,사용량에 따라 부과,3억1000,None,None
2151,서울 동작구 00동,368,23 개,개,00 대,5000,200,None,10000,None,None
2152,서울 성동구 00동,60,개,개,00 대,5000,,None,1억2000,None,None
2153,서울 금천구 가산동,고시원,46 개,0 개,1 대,4천,275,20수도료,합5500,None,None
2154,서울 양천구 양천동,300,40 개,14 개,1 대,3천,370,None,합1억4천,None,None
2155,서울 구로구 00동,300,27 개,12 개,00 대,5천,360,없음,1억,None,None
2156,서울 동대문구 청량리동,166.65,39 개,39 개,00 대,5천,480,20,합3억,None,None
2157,서울 노원구 00동,440,40 개,개,00 대,7000,465,None,24000,None,None
2158,서울 영등포구 00동,350,개,개,00 대,3000,240,사용량에 따라 부과,1억2000,None,None
2159,서울 종로구 00동,400,52 개,42 개,1 대,8500,600,40,19500,None,None
2160,서울 동작구 00동,400,33 개,개,00 대,3000,220,None,6500,None,None
2161,서울 중구 00동,220,45 개,44 개,1 대,4000,450,20,35000,None,None
2162,서울 영등포구 00동,500,35 개,29 개,00 대,7000,380,None,15000,None,None
2163,서울 강남구 00동,330,개,개,00 대,6000,450,None,21000,None,None
2164,서울 강남구 00동,약 100평,개,개,00 대,4000,250,None,6000,None,None
2165,서울 서초구 00동,약 100평,50 개,개,00 대,8500,520,None,24000,None,None
2166,서울 종로구 00,약200평,40 개,3 개,00 대,3000,300,None,5천,None,None
2167,서울 서초구 00동,243.83,40 개,개,없음 대,6000,578,없음,19000,None,None
2168,서울 종로구 00동,393,개,개,00 대,1억,429,None,1억9000,None,None
2169,서울 종로구 00동,올원룸,개,개,00 대,3000,200,None,1억1000,None,None
2170,서울 강동구 00동,역세권,37 개,3 개,1 대,2500,240,None,8천,None,None
2171,서울 강동구 성내동,276.6,35 개,35 개,1 대,5천,605,포함,3억,None,None
2172,서울 성북구 00동,176.22,개,개,00 대,7500,490,None,2700,None,None
2173,서울 노원구 00동,471.33,67 개,4 개,3 대,7000,450,없음,12000,None,None
2174,서울 노원구 상계동,397.11,52 개,28 개,4 대,6천,680,없음,2억2천,None,None
2175,서울 관악구 00동,261.61,47 개,개,00 대,3천5백,320,30,1억6천5백,None,None
2176,서울 영등포구 00동,352,40 개,40 개,00 대,4천,490,50,3억2천,None,None
2177,서울 중구 00동,418,42 개,42 개,00 대,5천,580,50,3억4천,None,None
2178,서울 동작구 00동,406,35 개,35 개,00 대,1억5천,470,30,3억2천,None,None
2179,서울 구로구 00동,328,29 개,29 개,00 대,4천,300,None,2억6천,None,None
2180,서울 노원구 00동,330,개,개,00 대,,450,None,합,None,None
2181,서울 구로구 오류동,387.6,24 개,2 개,00 대,2000,150,None,4000,None,None
2182,서울 강서구 화곡동,280.14,39 개,4 개,00 대,4000,220,None,1억3천,None,None
2183,서울 금천구 독산동,268.82,50 개,4 개,00 대,5000,240,None,1억5천,None,None
2184,서울 영등포구 대림2동,324.12,34 개,29 개,00 대,7000,450,15,1억6천,None,None
2185,서울 노원구 00동,348.94,30 개,0 개,가능 대,5000,350,None,2억6000,None,None
2186,서울 동대문구 00동,360,38 개,0 개,00 대,5000,410,None,3억1000,None,None
2187,서울 종로구 00동,360,40 개,40 개,00 대,5000,530,별도,3억6000,None,None
2188,서울 서초구 서초동,429,50 개,31 개,00 대,8500,520,46,2억3천,None,None
2189,서울 강남구 00동,404.23,33 개,개,00 대,7000,600,None,24000,None,None
2190,서울 동작구 00동,100,42 개,개,00 대,7000,430,None,24000,None,None
2191,서울 송파구 00동,120,30 개,개,00 대,5000,400,None,32000,None,None
2192,서울 노원구 00동,333,개,개,00 대,,390,None,25000,None,None
2193,서울 강서구 00동,*,개,개,00 대,,300,None,18000,None,None
2194,서울 강동구 00동,*,개,개,00 대,,350,None,12000,None,None
2195,서울 영등포구 00동,*,개,개,00 대,7000,450,None,15000,None,None
2196,서울 강남구 00동,약150평,개,개,00 대,5000,400,None,2억8500,None,None
2197,서울 동작구 00동,추천,개,개,00 대,5000,407,None,1억4000,None,None
2198,서울 중구 00동,고시원,개,개,00 대,3600,415,None,2600,None,None
2199,서울 강남구 강남구,140평,38 개,개,00 대,,660,None,3억3천,None,None
2200,서울 영등포구 00동,128평,35 개,29 개,00 대,7000,380,None,15500,None,None
2201,서울 중구 00동,320,45 개,44 개,1 대,4000,450,20,35000,None,None
2202,서울 강남구 00동,500,문의� 개,개,00 대,문의주세요,문의주세요,문의주세요,문의주세요,None,None
2203,서울 강남구 00동,문의주세요,문의� 개,개,00 대,문의주세요,문의주세요,None,문의주세요,None,None
2204,서울 영등포구 00동,문의주세요,40 개,20 개,00 대,5000,400,None,1억5500,None,None
2205,서울 영등포구 00동,360,개,개,00 대,7000,360,None,16000,None,None
2206,서울 동작구 00동,90,36 개,36 개,00 대,,400,None,2억3000,None,None
2207,서울 구로구 00동,430,24 개,개,00 대,2000,150,None,2000,None,None
2208,서울 관악구 00동,285,47 개,20 개,00 대,3500,350,None,1억6500,None,None
2209,서울 구로구 00동,370,67 개,44 개,00 대,6500,650,None,2억7000,None,None
2210,서울 구로구 구로동,520,20 개,20 개,1 대,2천,160,20,합7천,None,None
2211,서울 강남구 도곡역,250,40 개,0 개,1 대,3500,295,30,7900,None,None
2212,서울 성북구 00동,300,개,개,00 대,,415,None,합,None,None
2213,서울 마포구 염리동,270.12,54 개,36 개,x 대,5000,550,별도,18000,None,None
2214,서울 강남구 대치동,400,43 개,20 개,x 대,5000,630,별도,33000,None,None
2215,서울 중구 장충동,330,40 개,21 개,x 대,5000,360,별도,17000,None,None
2216,서울 송파구 석촌동,345,36 개,30 개,1 대,9000,500,별도,17000,None,None
2217,서울 동작구 노량진동,350,54 개,31 개,00 대,9000,500,None,3억5천,None,None
2218,서울 종로구 00,381.76,40 개,40 개,가능 대,5000,520,별도,3억5천,None,None
2219,서울 서초구 00동,428.64,34 개,27 개,없음 대,5000,422,포함,2400,None,None
2220,서울 중랑구 00동,302.4,35 개,16 개,노 대,5000,350,35만원,12000,7호선,None
2221,서울 금천구 00동,80평,개,개,00 대,,272,None,합,None,None
2222,서울 송파구 00동,264.6,21 개,21 개,1 대,1억,500,60,31000,None,None
2223,서울 노원구 00동,429.78,67 개,4 개,3 대,7000,450,없음,12000,None,None
2224,서울 동작구 00동,397.11,38 개,38 개,없음 대,5000,506,없음,26000,None,None
2225,서울 동작구 00동,245,33 개,2 개,없음 대,3000,200,없음,6천,None,None
2226,서울 강서구 00동,200,개,개,00 대,2000,100,사용량에 따라 부과,5000,None,None
2227,서울 강서구 00동,261,개,개,00 대,3000,280,사용량에 따라 부과,8500,None,None
2228,서울 노원구 00동,450,개,개,00 대,5000,300,사용량에 따라 부과,5000,None,None
2229,서울 동작구 00동,283,42 개,개,00 대,7000,430,None,24000,None,None
2230,서울 강서구 화곡동,120,39 개,개,00 대,2000,308,None,1억,None,None
2231,서울 강남구 00동,급매물,34 개,개,00 대,7000,600,None,24000,None,None
2232,서울 동작구 노량진동,100,36 개,36 개,1 대,1.5억,480,30,권리금1억8천,None,None
2233,서울 동작구 00동,440,개,개,00 대,5000,460,None,2억6000,None,None
2234,서울 동작구 00동,올원룸,개,개,00 대,3000,420,None,2억2000,None,None
2235,서울 마포구 00동,고시원,54 개,54 개,00 대,8천,900,50,4억2천,None,None
2236,서울 구로구 00동,459.12,개,개,00 대,7000,450,사용량에 따라 부과,1억3000,None,None
2237,서울 마포구 00동,500,개,개,00 대,3000,200,None,8000,None,None
2238,서울 영등포구 00동,고시원,41 개,41 개,3 대,5천,420,30,4억1천,None,None
2239,서울 구로구 00동,462,29 개,29 개,00 대,4천,300,None,2억6천,None,None
2240,서울 영등포구 00동,310,35 개,29 개,00 대,7000,380,None,시설비8500,None,None
2241,서울 동대문구 00동,320,47 개,개,00 대,7천,580,50,1억6천,None,None
2242,서울 관악구 00동,460,47 개,개,00 대,3천,320,30,1억6천5백,None,None
2243,서울 중구 00동,350,45 개,44 개,1 대,4000,450,20,35000,None,None
2244,서울 성동구 한양대,500,40 개,40 개,1 대,4천,470,66,합3억4천,None,None
2245,서울 강남구 도곡역,420,40 개,0 개,1 대,3500,295,30,합7900,None,None
2246,서울 중구 00동,300,개,개,00 대,3000,250,None,26000,None,None
2247,서울 성북구 00동,고시원,개,개,00 대,4000,228,None,8000,None,None
2248,서울 종로구 00동,고시원,개,개,00 대,8천,520,None,1억8천,None,None
2249,서울 관악구 00동,250,37 개,개,00 대,6000,430,None,21000,None,None
2250,서울 강남구 00동,307,32 개,31 개,노 대,일억,650,노,28000,2호선 강남역,None
2251,서울 구로구 00동,100평,55 개,개,00 대,7000,582,None,13000,None,None
2252,서울 강동구 00동,130,개,개,00 대,5000,610,None,31000,None,None
2253,서울 구로구 00동,약150평,개,개,00 대,5000,340,None,26000,None,None
2254,서울 강남구 00동,150평,개,개,00 대,7000,800,None,37000,None,None
2255,서울 동작구 00동,약150평,15 개,개,00 대,2000,220,None,11000,None,None
2256,서울 강북구 00,176.26,40 개,3 개,00 대,2500,150,None,6천,None,None
2257,서울 동작구 노량진동,330,54 개,31 개,00 대,9000,500,None,3억5천,None,None
2258,서울 동작구 00동,381.76,개,개,00 대,5000,300,사용량에 따라 부과,1억2000,None,None
2259,서울 중구 00동,450,개,개,00 대,5000,366,사용량에 따라 부과,1억600,None,None
2260,서울 동작구 00동,324,42 개,개,00 대,7000,430,10만원,25000,None,None
2261,서울 동작구 00동,393.12,30 개,개,00 대,3000,200,None,6500,None,None
2262,서울 관악구 00동,217.32,개,개,00 대,3500,350,None,1억7000,None,None
2263,서울 종로구 00동,500,상담 개,개,00 대,8000,550,None,17500,None,None
2264,서울 송파구 00동,250,상담 개,개,00 대,9000,470,None,18000,None,None
2265,서울 동대문구 00동,286.8,상담 개,개,00 대,7000,410,None,28000,None,None
2266,서울 강동구 00동,488.07,43 개,0 개,00 대,5000,380,None,1억2000,None,None
2267,서울 성북구 삼선동1가,330,35 개,6 개,00 대,4000,250,None,7000,None,None
2268,서울 성북구 00동,197.39,24 개,24 개,00 대,3천,240,None,1억9천만,None,None
2269,서울 중구 00동,240.36,55 개,0 개,00 대,1억,600,별도,2억,None,None
2270,서울 송파구 00동,396,36 개,36 개,00 대,5000,540,None,2억7000,None,None
2271,서울 강동구 길동,360,28 개,17 개,00 대,3000,264,None,1억5천,None,None
2272,서울 강동구 성내동,240.3,35 개,35 개,00 대,5000,605,None,3억,None,None
2273,서울 강남구 00동,465.1,33 개,개,00 대,7000,600,None,24000,None,None
2274,서울 서대문구 00동,100,42 개,개,00 대,5000,450,None,28000,None,None
2275,서울 서초구 00동,120,38 개,39 개,2 대,1억,623,None,1억8천,None,None
2276,서울 서대문구 00동,400,36 개,개,00 대,3600,450,None,20000,None,None
2277,서울 송파구 00동,238.78,23 개,개,00 대,3000,450,None,2억1천,None,None
2278,서울 송파구 00동,210,개,개,00 대,2000,295,None,1억,None,None
2279,서울 강동구 00동,80평,35 개,개,00 대,8000,.,None,2억2천,None,None
2280,서울 강동구 00동,.,28 개,개,00 대,..,270,None,1억6천,None,None
2281,서울 서초구 00동,.,34 개,개,00 대,5000,390,.,2억7천,None,None
2282,서울 서초구 00동,.,40 개,24 개,00 대,6000,540,.,2억,None,None
2283,서울 송파구 00동,.,37 개,개,00 대,6000,400,.,2억,None,None
2284,서울 송파구 00동,.,. 개,개,00 대,6000,350,.,2억1000,None,None
2285,서울 강남구 00동,.,개,개,00 대,6000,460,.,2억1000만,None,None
2286,서울 마포구 00동,.,50 개,33 개,1 대,1억5천,.,.,2억2천,None,None
2287,서울 관악구 00,.,37 개,10 개,00 대,8000,363,None,1억7천,None,None
2288,서울 관악구 00동,302.95,47 개,개,00 대,3500,350,None,1억6500,None,None
2289,서울 동작구 00동,299,38 개,개,00 대,5천,460,None,2억7천,None,None
2290,서울 동작구 00동,323,35 개,개,00 대,6천,520,None,2억5천,None,None
2291,서울 동작구 00동,312,33 개,개,00 대,,200,None,6천,None,None
2292,서울 중구 을지로,217,개,개,00 대,350,3350,None,13000,None,None
2293,서울 강북구 00,.,40 개,3 개,1 대,2500,150,None,6천,None,None
2294,서울 동작구 00,330,39 개,30 개,1 대,6000,500,None,2억2천,None,None
2295,서울 동작구 00,365.04,30 개,30 개,1 대,4000,330,None,3억,None,None
2296,서울 관악구 00,264.77,50 개,4 개,1 대,4000,340,40,1억1천,None,None
2297,서울 중구 00동,288.93,45 개,44 개,1 대,4000,450,20,35000,None,None
2298,서울 강남구 00동,500,개,개,00 대,7000,770,None,37000,None,None
2299,서울 송파구 00동,약150평,개,개,00 대,7000,360,None,9500,None,None
2300,서울 금천구 00동,198,36 개,36 개,00 대,4000,423,문의,39000,None,None
2301,서울 영등포구 대림동,137.86,34 개,28 개,00 대,6000,360,None,1억6천,2호선 대림역,None
2302,서울 종로구 종로2가,310,33 개,33 개,1 대,6000,360,36,3억2천,1호선 종각역,None
2303,서울 동작구 상도역,330,34 개,34 개,1 대,5천,270,30,합2억7천,None,None
2304,서울 동작구 00동,390,개,개,00 대,9000,500,None,35000,None,None
2305,서울 종로구 00동,140,50 개,개,00 대,,650,30,3억3천,None,None
2306,서울 강동구 길동,490,28 개,17 개,X 대,3천,264,없음,1억7천,None,None
2307,서울 송파구 방이동,240.3,43 개,43 개,00 대,8000,930,None,5억,None,None
2308,서울 노원구 00동,531.96,67 개,3 개,3 대,7000,450,없음,12000,None,None
2309,서울 강동구 명일동,397.11,31 개,31 개,00 대,1억,830,None,2억,None,None
2310,서울 동작구 00동,399.58,54 개,29 개,없음 대,9000,515,없음,36000,None,None
2311,서울 동대문구 00동,381.76,38 개,38 개,00 대,5000,500,None,3억2천만,1호선 회기역,None
2312,서울 영등포구 00동,340,31 개,24 개,없음 대,4000,280,35,22000,None,None
2313,서울 관악구 00동,268.8,상담 개,개,00 대,6000,430,None,22000,None,None
2314,서울 송파구 00동,308.1,25 개,2 개,없음 대,3000,204,없음,6000,None,None
2315,서울 서초구 00동,180,35 개,35 개,없음 대,6000,630,없음,38000,None,None
2316,서울 광진구 중곡동,331.38,41 개,4 개,00 대,4000,250,None,2억4천,None,None
2317,서울 강동구 성내동,247.84,54 개,17 개,4 대,8000,500,None,1억9천,None,None
2318,서울 서대문구 00동,422.18,42 개,개,00 대,5000,450,None,28000,None,None
2319,서울 강남구 00동,120,33 개,개,00 대,7000,600,None,24000,None,None
2320,서울 동작구 00동,100,32 개,32 개,00 대,4천,290,None,2억8천,None,None
2321,서울 구로구 00동,330,36 개,36 개,00 대,4천,390,30,3억9천,None,None
2322,서울 구로구 00동,350,29 개,29 개,00 대,4천,300,None,2억6천,None,None
2323,서울 동작구 00동,320,35 개,35 개,00 대,1억5천,470,30,3억2천,None,None
2324,서울 영등포구 00동,328,40 개,20 개,00 대,5천,370,30,1억5천,None,None
2325,서울 강서구 00동,315,50 개,50 개,노 대,2억,1000,노,2억,5호선 개화산역,None
2326,서울 동대문구 00동,160ㅇ평,개,개,00 대,7000,410,None,2억8000,None,None
2327,서울 관악구 00동,추천,36 개,25 개,00 대,4000,450,None,19500,None,None
2328,서울 성동구 한양대,330,40 개,40 개,1 대,4천,470,66,합3억4천,None,None
2329,서울 구로구 구로동,430,42 개,42 개,1 대,5천,520,30,합3억2천,None,None
2330,서울 구로구 구로동,440,20 개,20 개,1 대,2천,160,20,합7천,None,None
2331,서울 동작구 노량진동,240,36 개,36 개,1 대,1.5억,470,30,권리금1.8억,None,None
2332,서울 강북구 수유동,440,63 개,개,00 대,1억,440,None,1억5천만,4호선 수유역,None
2333,서울 중구 00동,413.9,45 개,44 개,1 대,4000,450,20,35000,None,None
2334,서울 구로구 구로동,500,27 개,9 개,불가 대,5천,360,없음,1억,None,None
2335,서울 동대문구 장안동,166.65,37 개,37 개,불가 대,7천,470,없음,3억,None,None
2336,서울 동작구 상도로,400,39 개,27 개,불가 대,6000,550,없음,2억,None,None
2337,서울 강남구 양재대로,227.21,19 개,19 개,불가 대,5000,352,없음,2억,None,None
2338,서울 강남구 00동,188.64,개,개,00 대,5000,500,None,21000,None,None
2339,서울 종로구 00동,고시원,40 개,40 개,1 대,5000,520,별도,3억5천,None,None
2340,서울 구로구 00동,428.64,개,개,00 대,5000,340,70,27000,None,None
2341,서울 서대문구 00동,약150평,개,개,00 대,8000,670,None,24500,None,None
2342,서울 구로구 00동,약150평,개,개,00 대,5000,360,None,7500,None,None
2343,서울 강동구 00동,약 100평,개,개,00 대,5000,550,None,31000,None,None
2344,서울 중랑구 00동,120평,개,개,00 대,3000,320,None,21000,None,None
2345,서울 강남구 00동,약150평,개,개,00 대,7000,800,None,36000,None,None
2346,서울 종로구 00동,약150평,75 개,75 개,00 대,1억,890,130,4억5천,None,None
2347,서울 구로구 00동,940,67 개,40 개,00 대,6천,600,60,2억6천,None,None
2348,서울 동작구 00동,562,개,개,00 대,4000,490,사용량에 따라 부과,2억4000,None,None
2349,서울 관악구 00동,270,개,개,00 대,3500,350,없음,1억7000,None,None
2350,서울 강동구 길동,500,42 개,8 개,1 대,3천,377,없음,8천,None,None
2351,서울 동작구 00동,332.58,30 개,개,00 대,5000,300,None,35000,None,None
2352,서울 영등포구 00동,236,개,개,00 대,7000,360,사용량에 따라 부과,1억6000,None,None
2353,서울 동작구 노량진동,400,39 개,39 개,X 대,5천,460,없음,2억7천,None,None
2354,서울 중구 00동,122.5,50 개,개,00 대,5000,460,별도,3억7000,None,None
2355,서울 동작구 00동,500,33 개,4 개,00 대,3000,200,없음,6000,None,None
2356,서울 성북구 00동,217.32,30 개,개,00 대,4000,220,30만원,18000,None,None
2357,서울 송파구 00동,223.65,개,개,00 대,9000,470,None,17000,None,None
2358,서울 강남구 도곡동,286.8,19 개,19 개,00 대,5000,325,None,2억,None,None
2359,서울 용산구 00동,203.85,상담 개,개,00 대,5000,750,None,11000,None,None
2360,서울 도봉구 00동,663.72,17 개,17 개,00 대,3000,240,None,1억6000,None,None
2361,서울 강남구 대치동,330,34 개,4 개,00 대,4000,293,None,2억9천,None,None
2362,서울 노원구 00동,505.95,32 개,0 개,00 대,4500,240,None,,None,None
2363,서울 강남구 00동,270,33 개,개,00 대,7000,600,None,24000,None,None
2364,서울 서대문구 00동,100,42 개,개,00 대,5000,450,None,28000,None,None
2365,서울 동작구 00동,120,54 개,25 개,00 대,9000,515,None,35000,None,None
2366,서울 서대문구 00동,381,개,개,00 대,,220,None,합,None,None
2367,서울 강동구 00동,374.34,35 개,35 개,1 대,5000,580,None,25000,None,None
2368,서울 중구 00동,390,45 개,44 개,1 대,4000,450,20,35000,None,None
2369,서울 영등포구 00동,500,34 개,30 개,00 대,7천,450,사용량에따라,1억6천,None,None
2370,서울 서초구 서초동,264.52,43 개,43 개,불가 대,9000,820,없음,1억8천,None,None
2371,서울 동대문구 이문동,425.84,31 개,2 개,불가 대,3000,262,없음,1억,None,None
2372,서울 송파구 백제고분로,210.31,30 개,30 개,불가 대,5000,400,없음,3억2천,None,None
2373,서울 관악구 남부순환로,312.73,44 개,44 개,1 대,7000,660,없음,3억2천,None,None
2374,서울 종로구 삼일대로,488,43 개,43 개,불가 대,5000,680,없음`,3억4천,None,None
2375,서울 강동구 00동,407,개,개,00 대,5000,330,사용량에 따라 부과,1억3000,None,None
2376,서울 강동구 00동,600,개,개,00 대,5000,605,사용량에 따라 부과,3억1000,None,None
2377,서울 동대문구 00동,464,개,개,00 대,9000,580,None,20000,None,None
2378,서울 구로구 00동,고시원,42 개,개,00 대,4000,380,None,19000,None,None
2379,서울 광진구 00동,390,37 개,개,00 대,3000,430,None,16000,None,None
2380,서울 강동구 00동,420,46 개,개,00 대,6000,350,None,19000,None,None
2381,서울 송파구 00동,450,38 개,개,00 대,5000,420,None,19000,None,None
2382,서울 강남구 도곡역,390,40 개,0 개,1 대,3500,290,30,8천,None,None
2383,서울 종로구 종로동,300,55 개,33 개,1 대,7천,590,40,권리금8천,None,None
2384,서울 종로구 종로동,390,50 개,50 개,1 대,6천,640,40,합3억,None,None
2385,서울 서초구 00,440,29 개,개,1 대,5000,500,별도,1억2천,None,None
2386,서울 관악구 신림동,290.3.5,37 개,10 개,00 대,8000,363,None,1억7천,None,None
2387,서울 마포구 00,302.95,54 개,개,00 대,1억5천,954,별도,2억3천,None,None
2388,서울 송파구 00동,543.28,39 개,개,00 대,2000,295,None,10000,None,None
2389,서울 서초구 서초동,90평,50 개,27 개,00 대,8500,520,별도,2억3천,None,None
2390,서울 송파구 송파동,404.23,40 개,0 개,1 대,2천,290,30,합9천,None,None
2391,서울 양천구 목동,300,34 개,25 개,5 대,9천,360,100만원,2억,None,None
2392,서울 영등포구 영등포동,310.5,39 개,38 개,1 대,1억,665,포함,1억7천,None,None
2393,서울 관악구 신림동,194.19,27 개,16 개,X 대,4천,245,45만원,1억5천,None,None
2394,서울 중랑구 00동,240.85,개,개,00 대,,320,None,10000,None,None
2395,서울 종로구 00동,*,개,개,00 대,,370,None,19000,None,None
2396,서울 동대문구 00동,*,개,개,00 대,,*,None,20000,None,None
2397,서울 동대문구 00동,*,61 개,개,00 대,,738,None,1억5천,None,None
2398,서울 양천구 00동,535,42 개,4 개,노 대,3500,330,15만원,11000,5호선 목동역,None
2399,서울 서대문구 창천동,80평,37 개,37 개,00 대,3600,495,없음,2억,None,None
2400,서울 동작구 00동,238.78,개,개,00 대,,200,None,6천,None,None
2401,서울 동작구 노량진동,217,36 개,36 개,X 대,8천,450,없음,2억5천,None,None
2402,서울 강남구 00동,96.17,39 개,38 개,노 대,9000,524,노,35000,2호선 강남역,None
2403,서울 영등포구 00동,100평,상담 개,개,00 대,4000,420,None,22000,None,None
2404,서울 서초구 00동,299.53,34 개,27 개,없음 대,5000,422,포함,2억4천,None,None
2405,서울 동작구 00동,302.4,상담 개,개,00 대,4000,500,None,21000,None,None
2406,서울 동대문구 00동,376.86,37 개,13 개,2 대,4000,360,60,12500,None,None
