고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리,지역별 평균 월세,TC(총영업비용),FC(고정비용),VC(변동비용),회수기간_상,회수기간_중,회수기간_하,연수익매출_상,연수익매출_중,연수익매출_하,월수익매출_상,월수익매출_중,월수익매출_하,연순수익_상,연순수익_중,연순수익_하,월순수익_상,월순수익_중,월순수익_하,순수익률_상,순수익률_중,순수익률_하
서울 송파구 00동,0, 40 개,  개,00 대,3000 만원,180,0,9000,-선택사항- ,-선택사항-     ,3000,9000,40,180,0,42,9000,42,133,12.1,20.3,inf,2544,2544,2544,237,212,175,744,444,0,62,37,0,8,4,0
서울 동작구 노량진동,122.5, 39 개, 39 개,X 대,5천 만원,460, 없음 ,2억7천,-선택사항- ,-선택사항-     ,5000,27000,39,460,0,38,27000,38,130,3.2,3.7,4.8,9348,9348,9348,870,779,641,8424,7332,5676,702,611,473,31,27,21
서울 영등포구 00동,380, 57 개,  개,00 대,5000 만원,385,0,14000,-선택사항- ,-선택사항-     ,5000,14000,57,385,0,38,14000,38,190,9.1,13,34.3,3816,3816,3816,356,318,262,1536,1080,408,128,90,34,10,7,2
서울 동대문구 청량리동,143.64, 22 개, 3 개,X 대,2천 만원,165, 없음 ,5천,-선택사항- ,-선택사항-     ,2000,5000,22,165,0,37,5000,37,73,52.1,-104.2,-18.1,1272,1272,1272,118,106,87,96,-48,-276,8,-4,-23,1,0,-5
서울 동작구 00동,575.5, 50 개,  개,00 대,5000 만원,370,0,11500,-선택사항- ,-선택사항-     ,5000,11500,50,370,0,38,11500,38,166,18.1,36.9,-63.9,2760,2760,2760,257,230,189,636,312,-180,53,26,-15,5,2,-1
서울 중구 00동,284, 45 개,  개,00 대,4400 만원,320,0,10000,-선택사항- ,-선택사항-     ,4400,10000,45,320,0,41,10000,41,150,27.8,119,-29.8,2376,2376,2376,221,198,163,360,84,-336,30,7,-28,3,0,-3
서울 노원구 00동,283,  개,  개,00 대,5000 만원,300,10,5000,-선택사항- ,-선택사항-     ,5000,5000,0,300,10,36,5000,41,150,27.8,119,-29.8,2376,2376,2376,221,198,163,360,84,-336,30,7,-28,3,0,-3
서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0,38,21000,38,110,5.4,6.3,8.7,5100,5100,5100,475,425,350,3924,3324,2424,327,277,202,18,15,11
서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0,38,28000,38,116,3.1,3.5,4.5,9768,9768,9768,910,814,670,9072,7920,6192,756,660,516,32,28,22
서울 동대문구 00동,80평 ,  개,  개,00 대,2000 만원,300,0,15000,-선택사항- ,-선택사항-     ,2000,15000,0,300,0,37,15000,38,116,3.1,3.5,4.5,9768,9768,9768,910,814,670,9072,7920,6192,756,660,516,32,28,22
서울 광진구 00동,190평 ,  개,  개,00 대,5억 만원,600,0,8억,-선택사항- ,-선택사항-     ,50000,80000,0,600,0,39,80000,38,116,3.1,3.5,4.5,9768,9768,9768,910,814,670,9072,7920,6192,756,660,516,32,28,22
서울 금천구 00동,100평 ,  개,  개,00 대,5000 만원,240,0,13000,-선택사항- ,-선택사항-     ,5000,13000,0,240,0,38,13000,38,116,3.1,3.5,4.5,9768,9768,9768,910,814,670,9072,7920,6192,756,660,516,32,28,22
서울 금천구 00동,110평 ,  개,  개,00 대,4천 만원,390,0,4억,-선택사항- ,-선택사항-     ,4000,40000,0,390,0,38,40000,38,116,3.1,3.5,4.5,9768,9768,9768,910,814,670,9072,7920,6192,756,660,516,32,28,22
서울 서초구 00동, , 50 개,  개,00 대,1억3천 만원,800,0,4억2천,-선택사항- ,-선택사항-     ,13000,42000,50,800,0,45,42000,45,166,3.7,4.3,5.5,12324,12324,12324,1147,1027,845,11232,9792,7608,936,816,634,26,23,18
서울 영등포구 00동,300, 47 개,  개,00 대,5천 만원,440,20,1억6천,-선택사항- ,-선택사항-     ,5000,16000,47,440,20,38,16000,58,156,6,7.6,12.6,4668,4668,4668,435,389,320,2652,2100,1272,221,175,106,16,13,7
서울 영등포구 00동,300, 47 개,  개,00 대,5천 만원,440,20,1억6천,-선택사항- ,-선택사항-     ,5000,16000,47,440,20,38,16000,58,156,6,7.6,12.6,4668,4668,4668,435,389,320,2652,2100,1272,221,175,106,16,13,7
서울 영등포구 00동,300, 47 개,  개,00 대,5천 만원,440,20,1억6천,-선택사항- ,-선택사항-     ,5000,16000,47,440,20,38,16000,58,156,6,7.6,12.6,4668,4668,4668,435,389,320,2652,2100,1272,221,175,106,16,13,7
서울 영등포구 00동,300, 47 개,  개,00 대,5천 만원,440,20,1억6천,-선택사항- ,-선택사항-     ,5000,16000,47,440,20,38,16000,58,156,6,7.6,12.6,4668,4668,4668,435,389,320,2652,2100,1272,221,175,106,16,13,7
서울 영등포구 00동,300, 47 개,  개,00 대,5천 만원,440,20,1억6천,-선택사항- ,-선택사항-     ,5000,16000,47,440,20,38,16000,58,156,6,7.6,12.6,4668,4668,4668,435,389,320,2652,2100,1272,221,175,106,16,13,7
서울 양천구 00동,300.21, 46 개, 0 개,00 대,4000 만원,255,0,11000,-선택사항- ,-선택사항-     ,4000,11000,46,255,0,35,11000,35,153,10.3,15.5,57.3,2964,2964,2964,277,247,204,1068,708,192,89,59,16,9,6,1
서울 마포구 00동,388.17, 52 개, 0 개,00 대,9000 만원,810,0,45000,-선택사항- ,-선택사항-     ,9000,45000,52,810,0,40,45000,40,173,3.1,3.5,4.5,15300,15300,15300,1425,1275,1050,14544,12744,10044,1212,1062,837,32,28,22
서울 영등포구 00동,400, 39 개,  개,00 대,1억 만원,600,0,1억6000,-선택사항- ,-선택사항-     ,10000,16000,39,600,0,38,16000,38,130,19.3,30.3,190.5,2544,2544,2544,237,212,175,828,528,84,69,44,7,5,3,0
서울 구로구 00동,340, 40 개, 20 개,00 대,5000 만원,400,0,1억5000,-선택사항- ,-선택사항-     ,5000,15000,40,400,0,36,15000,36,133,5.5,6.8,10.2,4248,4248,4248,395,354,291,2712,2220,1464,226,185,122,18,14,9
서울 영등포구 00동,330, 40 개, 15 개,00 대,3200 만원,370,0,1억4000,-선택사항- ,-선택사항-     ,3200,14000,40,370,0,38,14000,38,133,4.6,5.5,8.1,4584,4584,4584,427,382,315,3072,2532,1728,256,211,144,21,18,12
서울 관악구 00동,230, 29 개,  개,00 대, 만원,240,30,6500,-선택사항- ,-선택사항-     ,0,6500,29,240,30,33,6500,63,96,5.5,7.6,18.1,2760,2760,2760,257,230,189,1176,852,360,98,71,30,18,13,5
서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,390,0,38,15000,38,116,7.7,9.7,15.8,3396,3396,3396,316,283,233,1944,1548,948,162,129,79,12,10,6
서울 구로구 00동,340, 40 개, 24 개,1 대,4000 만원,360, 별도 ,17000,-선택사항- ,-선택사항-     ,4000,17000,40,360,0,36,17000,36,133,4.1,4.9,6.7,5520,5520,5520,514,460,379,4140,3492,2520,345,291,210,24,20,14
서울 강동구 00동,390, 35 개, 35 개,1 대,5000 만원,580,0,27000,-선택사항- ,-선택사항-     ,5000,27000,35,580,0,38,27000,38,116,3.1,3.6,4.6,9348,9348,9348,870,779,641,8592,7500,5844,716,625,487,31,27,21
서울 동대문구 00동,210.31, 31 개, 6 개,00 대,3천 만원,240, 없음 ,9500,-선택사항- ,-선택사항-     ,3000,9500,31,240,0,37,9500,37,103,6.8,8.8,16.2,2760,2760,2760,257,230,189,1404,1080,588,117,90,49,14,11,6
서울 서초구 00동,404.22, 40 개, 28 개,00 대,6천 만원,520, 사용량에따라 ,1억9500,-선택사항- ,-선택사항-     ,6000,19500,40,520,0,45,19500,45,133,4.6,5.4,7.6,5736,5736,5736,534,478,393,4272,3600,2580,356,300,215,21,18,13
서울 중구 00동,281.12, 37 개, 14 개,00 대,5000 만원,450,72,2억,-선택사항- ,-선택사항-     ,5000,20000,37,450,72,41,20000,113,123,4.7,5.6,8.3,6372,6372,6372,593,531,437,4284,3540,2412,357,295,201,21,17,12
서울 중구 00동,126.88, 29 개, 29 개,00 대,3000 만원,220,20,2억,-선택사항- ,-선택사항-     ,3000,20000,29,220,20,41,20000,61,96,3.2,3.7,4.9,7224,7224,7224,672,602,495,6180,5340,4056,515,445,338,30,26,20
서울 구로구 00동,166.65, 27 개, 12 개,00 대,5천 만원,360, 없음 ,1억,-선택사항- ,-선택사항-     ,5000,10000,27,360,0,36,10000,36,90,11.7,16.3,43.9,2124,2124,2124,197,177,145,852,612,228,71,51,19,8,6,2
서울 송파구 00동,166.68, 30 개, 30 개,00 대,5000 만원,400, 없음 ,2억,-선택사항- ,-선택사항-     ,5000,20000,30,400,0,42,20000,42,100,3.7,4.3,5.6,6372,6372,6372,593,531,437,5412,4668,3540,451,389,295,27,23,17
서울 광진구 00동,340, 40 개, 11 개,2 대,4000 만원,420,0,2억,-선택사항- ,-선택사항-     ,4000,20000,40,420,0,39,20000,39,133,3.6,4.2,5.7,6792,6792,6792,633,566,466,5532,4728,3528,461,394,294,27,23,17
서울 종로구 종각,3320, 33 개, 33 개,1 대,6000 만원,360,0,3억2천,1호선 종각역,-선택사항-     ,6000,32000,33,360,0,42,32000,42,110,3,3.5,4.4,11040,11040,11040,1029,920,758,10524,9216,7272,877,768,606,32,28,22
서울 성북구 00동,520, 47 개, 47 개,00 대,5천 만원,680,50,3억2천,-선택사항- ,-선택사항-     ,5000,32000,47,680,50,37,32000,87,156,3.2,3.7,4.9,11472,11472,11472,1068,956,787,9900,8556,6528,825,713,544,30,26,20
서울 동작구 00동,430, 24 개, 24 개,00 대,8천 만원,270,30,2억3천,-선택사항- ,-선택사항-     ,8000,23000,24,270,30,38,23000,68,80,4.3,5,6.6,6372,6372,6372,593,531,437,5340,4596,3468,445,383,289,23,19,15
서울 종로구 00동,315, 36 개, 19 개,00 대,8000 만원,520,0,2억,-선택사항- ,-선택사항-     ,8000,20000,36,520,0,42,20000,42,120,5.3,6.3,8.9,5100,5100,5100,475,425,350,3756,3156,2256,313,263,188,18,15,11
서울 중구 00동,320, 35 개, 35 개,1 대,5000 만원,400,0,1억9천만,-선택사항- ,-선택사항-     ,5000,19000,35,400,0,41,19000,41,116,4,4.7,6.3,5940,5940,5940,554,495,408,4764,4056,3012,397,338,251,25,21,15
서울 송파구 00동,161.15, 25 개,  개,00 대,3000 만원,215, 없음 ,3000,-선택사항- ,-선택사항-     ,3000,3000,25,215,0,42,3000,42,83,-2,-2,-2,0,0,0,0,0,0,-1500,-1500,-1500,-125,-125,-125,-50,-50,-50
서울 영등포구 00동,380, 57 개,  개,00 대,5000 만원,385, 없음 ,13000,-선택사항- ,-선택사항-     ,5000,13000,57,385,0,38,13000,38,190,12.3,19.7,216.7,3396,3396,3396,316,283,233,1056,660,60,88,55,5,8,5,0
서울 강동구 길동,240.3, 28 개, 17 개,X 대,3천 만원,264, 없음 ,1억7천,-선택사항- ,-선택사항-     ,3000,17000,28,264,0,38,17000,38,93,3.3,3.9,5.1,5940,5940,5940,554,495,408,5076,4368,3324,423,364,277,29,25,19
서울 송파구 풍납동,155.26, 37 개, 4 개,X 대,3천5백 만원,350, 없음 ,1억5천5백,-선택사항- ,-선택사항-     ,3500,15500,37,350,0,42,15500,42,123,4.2,5,7,5100,5100,5100,475,425,350,3720,3120,2220,310,260,185,24,20,14
서울 성동구 용답동,154, 32 개, 32 개,1 대,4천 만원,280, 20만원 ,2억7천,-선택사항- ,-선택사항-     ,4000,27000,32,280,20,38,27000,58,106,3,3.5,4.4,9768,9768,9768,910,814,670,8952,7800,6072,746,650,506,33,28,22
서울 서초구 00동,275.18, 27 개, 27 개,00 대,5000 만원,420, 25만원 ,25000,-선택사항- ,-선택사항-     ,5000,25000,27,420,25,45,25000,70,90,3.3,3.8,4.9,8496,8496,8496,791,708,583,7572,6576,5076,631,548,423,30,26,20
서울 중구 00동,417.6, 37 개, 37 개,00 대,6000 만원,650, 없음 ,22000,-선택사항- ,-선택사항-     ,6000,22000,37,650,0,41,22000,41,123,3.9,4.6,6.1,6792,6792,6792,633,566,466,5628,4824,3624,469,402,302,25,21,16
서울 중구 을지로,279.7, 40 개, 6 개,00 대,3000 만원,350,0,12000,-선택사항- ,-선택사항-     ,3000,12000,40,350,0,41,12000,41,133,5.5,6.9,11.4,3816,3816,3816,356,318,262,2184,1728,1056,182,144,88,18,14,8
서울 강북구 00동,262.98, 17 개, 17 개,00 대,3000 만원,250, 없슴 ,17000,-선택사항- ,-선택사항-     ,3000,17000,17,250,0,35,17000,35,56,3.1,3.5,4.5,5940,5940,5940,554,495,408,5556,4848,3804,463,404,317,32,28,22
서울 종로구 관수동,265.12, 40 개, 40 개,00 대,7000 만원,600,0,37000,-선택사항- ,-선택사항-     ,7000,37000,40,600,0,42,37000,42,133,3,3.5,4.4,12744,12744,12744,1187,1062,875,12144,10644,8400,1012,887,700,32,28,22
서울 종로구 00동,175.86, 20 개,  개,00 대,4000 만원,250,0,21000,-선택사항- ,-선택사항-     ,4000,21000,20,250,0,42,21000,42,66,3.1,3.5,4.5,7224,7224,7224,672,602,495,6768,5928,4644,564,494,387,32,28,22
서울 서초구 00동,0, 53 개,  개,00 대,10000 만원,520,0,22000,-선택사항- ,-선택사항-     ,10000,22000,53,520,0,45,22000,45,176,7.2,9,14.2,5100,5100,5100,475,425,350,3048,2448,1548,254,204,129,13,11,7
서울 동작구 노량진동,253.41, 30 개, 30 개,00 대,5000 만원,300,0,35000,-선택사항- ,-선택사항-     ,5000,35000,30,300,0,38,35000,38,100,2.8,3.2,4,12744,12744,12744,1187,1062,875,12588,11088,8844,1049,924,737,35,31,25
서울 종로구 00동,250,  개,  개,00 대,8000 만원,520, 없음 ,1억8000,-선택사항- ,-선택사항-     ,8000,18000,0,520,0,42,18000,38,100,2.8,3.2,4,12744,12744,12744,1187,1062,875,12588,11088,8844,1049,924,737,35,31,25
서울 종로구 00동,244,  개,  개,00 대,3000 만원,300, 없음 ,5500,-선택사항- ,-선택사항-     ,3000,5500,0,300,0,42,5500,38,100,2.8,3.2,4,12744,12744,12744,1187,1062,875,12588,11088,8844,1049,924,737,35,31,25
서울 영등포구 영등포동,194.19, 39 개, 38 개,1 대,1억 만원,665, 포함 ,1억7천,-선택사항- ,-선택사항-     ,10000,17000,39,665,0,38,17000,38,130,13,17.9,39.4,2964,2964,2964,277,247,204,1308,948,432,109,79,36,7,5,2
서울 광진구 00동,360, 43 개, 40 개,00 대,5000 만원,500,0,3억3000,-선택사항- ,-선택사항-     ,5000,33000,43,500,0,39,33000,39,143,3,3.4,4.3,11892,11892,11892,1108,991,816,11112,9708,7608,926,809,634,33,29,23
서울 영등포구 00동,495, 35 개, 35 개,00 대,5000 만원,450, 별도 ,,-선택사항- ,-선택사항-     ,5000,0,35,450,0,38,0,38,116,3,3.4,4.3,-2124,-2124,-2124,-197,-177,-145,-4212,-3972,-3588,-351,-331,-299,33,29,23
서울 동작구 00동,180, 25 개,  개,00 대,5000 만원,275,0,14000,-선택사항- ,-선택사항-     ,5000,14000,25,275,0,38,14000,38,83,5,5.9,8.3,3816,3816,3816,356,318,262,2820,2364,1692,235,197,141,20,16,12
서울 동작구 00동,240, 40 개,  개,00 대,2000 만원,210,0,9000,-선택사항- ,-선택사항-     ,2000,9000,40,210,0,38,9000,38,133,7.1,9.9,22.7,2964,2964,2964,277,247,204,1272,912,396,106,76,33,14,10,4
서울 강남구 00동,303.8,  개,  개,00 대,5000 만원,600,0,24000,-선택사항- ,-선택사항-     ,5000,24000,0,600,0,48,24000,38,133,7.1,9.9,22.7,2964,2964,2964,277,247,204,1272,912,396,106,76,33,14,10,4
서울 영등포구 00동,295, 30 개,  개,00 대,4000 만원,300,0,26000,-선택사항- ,-선택사항-     ,4000,26000,30,300,0,38,26000,38,100,3,3.4,4.3,9348,9348,9348,870,779,641,8784,7692,6036,732,641,503,33,29,23
서울 노원구 00동,500, 55 개,  개,00 대,6000 만원,680,0,30000,-선택사항- ,-선택사항-     ,6000,30000,55,680,0,36,30000,36,183,3.4,4,5.2,10200,10200,10200,950,850,700,8772,7572,5772,731,631,481,29,25,19
서울 관악구 00동,230, 35 개,  개,00 대,5000 만원,330,0,18000,-선택사항- ,-선택사항-     ,5000,18000,35,330,0,33,18000,33,116,4.1,4.8,6.5,5520,5520,5520,514,460,379,4380,3732,2760,365,311,230,24,20,15
서울 마포구 00동,. , 50 개, . 개,. 대,. 만원, . , . ,2억4천5백,2호선 홍대입구역,-선택사항-     ,0,24500,50,0,0,40,24500,40,166,2.7,3.1,4,10404,10404,10404,969,867,714,9156,7932,6096,763,661,508,37,32,24
서울 구로구 00동,. , 39 개, . 개,. 대,. 만원, . , . ,4억6천,7호선 가산디지털역,-선택사항-     ,0,46000,39,0,0,36,46000,36,130,2.3,2.6,3.3,19548,19548,19548,1820,1629,1341,19848,17556,14100,1654,1463,1175,43,38,30
서울 영등포구 00동,. , 40 개, . 개,. 대,. 만원, . , . ,1억1천,2호선 당산역,-선택사항-     ,0,11000,40,0,0,38,11000,38,133,3.5,4.2,6.2,4668,4668,4668,435,389,320,3168,2616,1788,264,218,149,28,23,16
서울 용산구 00동,118.88, 49 개, 0 개,00 대,9000 만원,500,0,13000,-선택사항- ,-선택사항-     ,9000,13000,49,500,0,37,13000,37,163,-25.8,-18.4,-12.9,1692,1692,1692,158,141,116,-504,-708,-1008,-42,-59,-84,-3,-5,-7
서울 구로구 00동,462, 41 개, 41 개,00 대,5천 만원,420,30,4억1천,-선택사항- ,-선택사항-     ,5000,41000,41,420,30,36,41000,66,136,2.8,3.2,4,15300,15300,15300,1425,1275,1050,14676,12876,10176,1223,1073,848,35,31,24
서울 중구 00동,298, 43 개, 39 개,2 대,7000 만원,600,0,18000,-선택사항- ,-선택사항-     ,7000,18000,43,600,0,41,18000,41,143,6,7.3,11,4668,4668,4668,435,389,320,3012,2460,1632,251,205,136,16,13,9
서울 강동구 00동,422.18, 54 개, 17 개,4 대,8000 만원,500, 포함 ,2억,-선택사항- ,-선택사항-     ,8000,20000,54,500,0,38,20000,38,180,6.5,8.1,12.6,5100,5100,5100,475,425,350,3084,2484,1584,257,207,132,15,12,7
서울 송파구 00동,403, 50 개,  개,00 대,4천 만원,450,50,1억7천5백,-선택사항- ,-선택사항-     ,4000,17500,50,450,50,42,17500,92,166,5.3,6.6,10.8,5736,5736,5736,534,478,393,3312,2640,1620,276,220,135,18,15,9
서울 강남구 00동,332, 40 개,  개,00 대,6천 만원,470,50,1억9천5백,-선택사항- ,-선택사항-     ,6000,19500,40,470,50,48,19500,98,133,5.4,6.6,10,5736,5736,5736,534,478,393,3636,2964,1944,303,247,162,18,15,9
서울 중구 00동,380, 42 개, 42 개,00 대,6천 만원,580,50,3억6천,-선택사항- ,-선택사항-     ,6000,36000,42,580,50,41,36000,91,140,3.1,3.6,4.7,12744,12744,12744,1187,1062,875,11472,9972,7728,956,831,644,31,27,21
서울 송파구 00동,300, 30 개, 30 개,00 대,4천 만원,390,60,2억3천,-선택사항- ,-선택사항-     ,4000,23000,30,390,60,42,23000,102,100,3.5,4.1,5.4,8064,8064,8064,752,672,554,6600,5640,4224,550,470,352,28,24,18
서울 도봉구 00동,70평 ,  개,  개,00 대,3000 만원,200,0,18000,-선택사항- ,-선택사항-     ,3000,18000,0,200,0,32,18000,102,100,3.5,4.1,5.4,8064,8064,8064,752,672,554,6600,5640,4224,550,470,352,28,24,18
서울 도봉구 00동,90평 ,  개,  개,00 대,7000 만원,300,0,12000,-선택사항- ,-선택사항-     ,7000,12000,0,300,0,32,12000,102,100,3.5,4.1,5.4,8064,8064,8064,752,672,554,6600,5640,4224,550,470,352,28,24,18
서울 동작구 00동,135평 ,  개,  개,00 대,9000 만원,550,0,36000,-선택사항- ,-선택사항-     ,9000,36000,0,550,0,38,36000,102,100,3.5,4.1,5.4,8064,8064,8064,752,672,554,6600,5640,4224,550,470,352,28,24,18
서울 동작구 00동,90평 ,  개,  개,00 대,4000 만원,330,0,16000,-선택사항- ,-선택사항-     ,4000,16000,0,330,0,38,16000,102,100,3.5,4.1,5.4,8064,8064,8064,752,672,554,6600,5640,4224,550,470,352,28,24,18
서울 구로구 00동,105평 ,  개,  개,00 대,5000 만원,420,0,1억,-선택사항- ,-선택사항-     ,5000,10000,0,420,0,36,10000,102,100,3.5,4.1,5.4,8064,8064,8064,752,672,554,6600,5640,4224,550,470,352,28,24,18
서울 중구 00동,. ,  개,  개,00 대, 만원,443,0,1억8천,-선택사항- ,-선택사항-     ,0,18000,0,443,0,41,18000,102,100,3.5,4.1,5.4,8064,8064,8064,752,672,554,6600,5640,4224,550,470,352,28,24,18
서울 강동구 둔촌동,373.5, 58 개, 2 개,3 대,5000 만원,330, 65만원 ,13000,-선택사항- ,-선택사항-     ,5000,13000,58,330,65,38,13000,103,193,54.2,-83.3,-17.2,3396,3396,3396,316,283,233,240,-156,-756,20,-13,-63,1,-1,-5
서울 성동구 00동,309.52, 41 개, 0 개,00 대,5000 만원,370,0,12500,-선택사항- ,-선택사항-     ,5000,12500,41,370,0,38,12500,38,136,8.5,11.4,23.7,3180,3180,3180,296,265,218,1464,1092,528,122,91,44,11,8,4
서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,390,0,38,15000,38,116,7.7,9.7,15.8,3396,3396,3396,316,283,233,1944,1548,948,162,129,79,12,10,6
서울 강동구 00동,390, 35 개, 35 개,1 대,5000 만원,580,0,27000,-선택사항- ,-선택사항-     ,5000,27000,35,580,0,38,27000,38,116,3.1,3.6,4.6,9348,9348,9348,870,779,641,8592,7500,5844,716,625,487,31,27,21
서울 구로구 00동,340, 40 개, 24 개,1 대,4000 만원,360, 별도 ,17000,-선택사항- ,-선택사항-     ,4000,17000,40,360,0,36,17000,36,133,4.1,4.9,6.7,5520,5520,5520,514,460,379,4140,3492,2520,345,291,210,24,20,14
서울 강남구 00동,0, 44 개,  개,00 대,6000 만원,570,0,23000,-선택사항- ,-선택사항-     ,6000,23000,44,570,0,48,23000,48,146,4,4.7,6.4,7224,7224,7224,672,602,495,5736,4896,3612,478,408,301,24,21,15
서울 관악구 00동,330, 36 개, 25 개,00 대,4000 만원,450,0,2억,-선택사항- ,-선택사항-     ,4000,20000,36,450,0,33,20000,33,120,3.5,4,5.3,6792,6792,6792,633,566,466,5760,4956,3756,480,413,313,28,24,18
서울 은평구 00동,0, 33 개,  개,00 대,5000 만원,490,0,23000,-선택사항- ,-선택사항-     ,5000,23000,33,490,0,40,23000,40,110,3.4,3.9,5.1,7644,7644,7644,712,637,525,6744,5844,4500,562,487,375,29,25,19
서울 영등포구 00동,249.9, 40 개, 0 개,00 대,3000 만원,240,10,11000,-선택사항- ,-선택사항-     ,3000,11000,40,240,10,38,11000,48,133,6.8,9,17.6,3396,3396,3396,316,283,233,1620,1224,624,135,102,52,14,11,5
서울 중구 00동,187, 35 개, 35 개,3 대,5000 만원,445, 없음 ,20000,-선택사항- ,-선택사항-     ,5000,20000,35,445,0,41,20000,41,116,3.8,4.5,6,6372,6372,6372,593,531,437,5232,4488,3360,436,374,280,26,22,16
서울 관악구 00동,340, 38 개,  개,00 대,5000 만원,370,0,17000,-선택사항- ,-선택사항-     ,5000,17000,38,370,0,33,17000,33,126,4.5,5.3,7.5,5088,5088,5088,474,424,349,3780,3180,2280,315,265,190,22,18,13
서울 강남구 00동,500, 48 개, 48 개,00 대,1억2천 만원,790,50,4억2천,-선택사항- ,-선택사항-     ,12000,42000,48,790,50,48,42000,98,160,3.8,4.4,5.7,12744,12744,12744,1187,1062,875,11148,9648,7404,929,804,617,26,22,17
서울 송파구 00동,300, 30 개, 30 개,00 대,4천 만원,390,60,2억3천,-선택사항- ,-선택사항-     ,4000,23000,30,390,60,42,23000,102,100,3.5,4.1,5.4,8064,8064,8064,752,672,554,6600,5640,4224,550,470,352,28,24,18
서울 성북구 00동,520,  개, 47 개,00 대,5천 만원,680,50,3억2천,-선택사항- ,-선택사항-     ,5000,32000,0,680,50,37,32000,102,100,3.5,4.1,5.4,8064,8064,8064,752,672,554,6600,5640,4224,550,470,352,28,24,18
서울 강남구 00동,303.8, 40 개,  개,00 대,2500 만원,330,0,18500,-선택사항- ,-선택사항-     ,2500,18500,40,330,0,48,18500,48,133,3.4,4,5.4,6792,6792,6792,633,566,466,5424,4620,3420,452,385,285,29,24,18
서울 서초구 00동,328.26, 27 개,  개,00 대,5000 만원,420,0,26000,-선택사항- ,-선택사항-     ,5000,26000,27,420,0,45,26000,45,90,3.1,3.6,4.5,8916,8916,8916,831,743,612,8352,7296,5724,696,608,477,32,28,22
서울 중구 충무로역,330, 30 개, 30 개,00 대,3천 만원,220,30,합2억7천,-선택사항- ,-선택사항-     ,3000,27000,30,220,30,41,27000,71,100,2.9,3.3,4.3,10200,10200,10200,950,850,700,9348,8148,6348,779,679,529,34,30,23
서울 성북구 00,300, 42 개,  개,1 대,4000 만원,220,0,1억2천,-선택사항- ,-선택사항-     ,4000,12000,42,220,0,37,12000,37,140,7.2,9.4,17.9,3396,3396,3396,316,283,233,1668,1272,672,139,106,56,13,10,5
