고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20
서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,390,0
서울 강남구 강남구,118평 ,  개,  개,00 대,4천5백 만원,570, X ,3억,-선택사항- ,-선택사항-     ,4500,30000,0,570,0
서울 송파구 석촌동,307.5, 37 개, 4 개,X 대,3천1백 만원,310, 100만원 ,1억5천,-선택사항- ,-선택사항-     ,3100,15000,37,310,100
서울 영등포구 대림동,220, 63 개, 8 개,X 대,4천 만원,800, 10만원 ,1억,-선택사항- ,-선택사항-     ,4000,10000,63,800,10
서울 성북구 00동,181, 22 개,  개,00 대,3000 만원,150,0,4300,4호선 성신여대입구역,-선택사항-     ,3000,4300,22,150,0
서울 양천구 목동,310.5, 34 개, 25 개,5 대,9천 만원,360, 100만원 ,2억,-선택사항- ,-선택사항-     ,9000,20000,34,360,100
서울 양천구 00동,446.8, 39 개,  개,00 대,8500 만원,470, 없음 ,15500,-선택사항- ,-선택사항-     ,8500,15500,39,470,0
서울 중구 00동,199, 28 개,  개,00 대,4500 만원,340,0,15500,-선택사항- ,-선택사항-     ,4500,15500,28,340,0
서울 강동구 00동,400.46, 35 개, 35 개,00 대,5000 만원,550,0,29000,-선택사항- ,-선택사항-     ,5000,29000,35,550,0
서울 강동구 00동,"413,36 ", 31 개,  개,00 대,1억 만원,770,0,21000,-선택사항- ,-선택사항-     ,10000,21000,31,770,0
서울 동작구 00동,381.76, 54 개, 29 개,없음 대,9000 만원,515, 없음 ,36000,-선택사항- ,-선택사항-     ,9000,36000,54,515,0
서울 도봉구 00동,100평 ,  개,  개,00 대,7,['000 만원'],None,13,-선택사항- ,-선택사항-     ,7000,13000,0,0,0
서울 마포구 00동,100평 , 38 개, 23 개,00 대,8000 만원,280,0,27000,-선택사항- ,-선택사항-     ,8000,27000,38,280,0
서울 서초구 00동,211.8, 35 개, 16 개,없음 대,3000 만원,440, 없음 ,25000,-선택사항- ,-선택사항-     ,3000,25000,35,440,0
서울 서초구 00동,498.87, 50 개,  개,00 대,13000 만원,800, 사용량에 따라 ,42000,-선택사항- ,-선택사항-     ,13000,42000,50,800,0
서울 강남구 00동,269.3, 31 개,  개,00 대,4000 만원,600, 없음 ,29000,-선택사항- ,-선택사항-     ,4000,29000,31,600,0
서울 송파구 00동,320, 28 개,  개,00 대,6000 만원,460,0,1억6천,-선택사항- ,-선택사항-     ,6000,16000,28,460,0
서울 중랑구 상봉,390, 30 개, 큰30 개,1 대,5천 만원,390,20,합2억7천,-선택사항- ,-선택사항-     ,5000,27000,30,390,20
서울 서초구 서초동,410, 28 개, 28 개,1 대,5천 만원,500,40,합2억2천,-선택사항- ,-선택사항-     ,5000,22000,28,500,40
서울 영등포구 영등포동,370, 40 개, 13 개,1 대,2500 만원,200,30,합1억7처,-선택사항- ,-선택사항-     ,2500,1700,40,200,30
서울 송파구 송파동,410, 31 개, 31 개,1 대,5천 만원,380,20,합3억2천,-선택사항- ,-선택사항-     ,5000,32000,31,380,20
서울 동작구 동작동,440, 24 개, 24 개,1 대,8천 만원,280,30,합2억4천,-선택사항- ,-선택사항-     ,8000,24000,24,280,30
서울 중랑구 중곡,300, 34 개, 원17 개,1 대,5천 만원,350,35,합1억2천,-선택사항- ,-선택사항-     ,5000,12000,34,350,35
서울 종로구 00동,250,  개,  개,00 대,8000 만원,520, 없음 ,1억8000,-선택사항- ,-선택사항-     ,8000,18000,0,520,0
서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30
서울 강남구 서초동,. , 22 개,  개,00 대,1000 만원,125,20,8000,-선택사항- ,-선택사항-     ,1000,8000,22,125,20
서울 영등포구 00동,300, 28 개,  개,00 대,3000 만원,350,0,25000,-선택사항- ,-선택사항-     ,3000,25000,28,350,0
서울 서초구 양재동,400,  개,  개,00 대,3000 만원,440,0,25000,-선택사항- ,-선택사항-     ,3000,25000,0,440,0
서울 강남구 00동,360, 28 개, 28 개,00 대,7천 만원,490,50,2억2천,-선택사항- ,-선택사항-     ,7000,22000,28,490,50
서울 서대문구 00동,365, 35 개,  개,00 대,1억2천 만원,585,0,3억5천,-선택사항- ,-선택사항-     ,12000,35000,35,585,0
서울 동작구 00동,. ,  개,  개,00 대, 만원,392,0,2억2천,-선택사항- ,-선택사항-     ,0,22000,0,392,0
서울 노원구 00동,300,  개,  개,00 대,8천 만원,420,0,2억3천,-선택사항- ,-선택사항-     ,8000,23000,0,420,0
서울 동작구 00동,180, 23 개, 23 개,00 대,5000 만원,250,5,14000,-선택사항- ,-선택사항-     ,5000,14000,23,250,5
서울 마포구 노고산동,307.19, 38 개,  개,00 대,9000 만원,277,0,27000,-선택사항- ,-선택사항-     ,9000,27000,38,277,0
서울 강서구 00동,294,  개,  개,00 대,3000 만원,300, 사용량에 따라 부과 ,1억5000,-선택사항- ,-선택사항-     ,3000,15000,0,300,0
서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0
서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0
서울 동작구 00동,360, 37 개, 37 개,00 대,5000 만원,430,0,2억4000,-선택사항- ,-선택사항-     ,5000,24000,37,430,0
서울 강동구 00동,338.88, 35 개, 35 개,00 대,5000 만원,605, 문의 ,32000,-선택사항- ,-선택사항-     ,5000,32000,35,605,0
서울 강동구 00동,330, 42 개, 0 개,00 대,5000 만원,400,0,1억2000,-선택사항- ,-선택사항-     ,5000,12000,42,400,0
서울 영등포구 00동,360, 40 개, 0 개,00 대,3000 만원,250,0,1억8000,-선택사항- ,-선택사항-     ,3000,18000,40,250,0
서울 성북구 00동,650, 65 개, 6 개,5 대,1억 만원,440,0,,-선택사항- ,-선택사항-     ,10000,0,65,440,0
서울 동대문구 00동,410, 36 개, 36 개,00 대,7000 만원,410, 없슴 ,29500,-선택사항- ,-선택사항-     ,7000,29500,36,410,0
서울 서초구 00동,. , 50 개, 27 개,2 대,8000 만원,550,50,2억3천,-선택사항- ,-선택사항-     ,8000,23000,50,550,50
서울 송파구 00동,330, 38 개, 28 개,1 대,6000 만원,430,0,19500,-선택사항- ,-선택사항-     ,6000,19500,38,430,0
서울 종로구 00동,400, 55 개, 42 개,1 대,9000 만원,580,50,19000,-선택사항- ,-선택사항-     ,9000,19000,55,580,50
서울 구로구 00동,340, 40 개, 27 개,1 대,4000 만원,380,0,17000,-선택사항- ,-선택사항-     ,4000,17000,40,380,0
서울 영등포구 00동,370, 40 개, 22 개,00 대,5000 만원,400,0,1억6000,-선택사항- ,-선택사항-     ,5000,16000,40,400,0
서울 영등포구 00동,350, 39 개, 15 개,00 대,3200 만원,370,0,1억4000,-선택사항- ,-선택사항-     ,3200,14000,39,370,0
서울 관악구 00동,230, 29 개,  개,00 대,4000 만원,240,30,6500,-선택사항- ,-선택사항-     ,4000,6500,29,240,30
서울 관악구 00동,360, 36 개, 26 개,00 대,4000 만원,450,0,2억1000,-선택사항- ,-선택사항-     ,4000,21000,36,450,0
서울 종로구 00동,387.51, 43 개, 43 개,00 대,6천만 만원,660,0,3억,-선택사항- ,-선택사항-     ,6000,30000,43,660,0
서울 관악구 00동,519.39, 54 개, 27 개,00 대,7천 만원,650,0,1억5천,-선택사항- ,-선택사항-     ,7000,15000,54,650,0
서울 양천구 00동,200,  개,  개,00 대,2500 만원,185, 없음 ,5500,-선택사항- ,-선택사항-     ,2500,5500,0,185,0
서울 동작구 00동,295, 32 개,  개,00 대,4000 만원,490,0,22000,-선택사항- ,-선택사항-     ,4000,22000,32,490,0
서울 마포구 00동,290, 38 개,  개,00 대,8000 만원,300,150,28000,-선택사항- ,-선택사항-     ,8000,28000,38,300,150
서울 동작구 00동,270, 32 개, 32 개,00 대,4000 만원,490, 없슴 ,23000,-선택사항- ,-선택사항-     ,4000,23000,32,490,0
서울 광진구 00동,328,  개,  개,00 대, 만원,580,0,2억,-선택사항- ,-선택사항-     ,0,20000,0,580,0
서울 종로구 00,384.45, 56 개, 40 개,1 대,9000 만원,580, 별도 ,2억,-선택사항- ,-선택사항-     ,9000,20000,56,580,0
서울 관악구 00동,220, 35 개,  개,00 대,5000 만원,330,40,18000,-선택사항- ,-선택사항-     ,5000,18000,35,330,40
서울 강동구 00동,570.12,  개,  개,00 대,5,['000 만원'],None,29,-선택사항- ,-선택사항-     ,5000,29000,0,0,0
서울 강동구 00동,413.36, 31 개, 31 개,00 대,1억 만원,760,0,21000,-선택사항- ,-선택사항-     ,10000,21000,31,760,0
서울 광진구 00동,190평 , 78 개,  개,00 대,5억 만원,600,0,8억2천,-선택사항- ,-선택사항-     ,50000,82000,78,600,0
서울 성북구 00동,. ,  개,  개,00 대, 만원,440,0,2억,-선택사항- ,-선택사항-     ,0,20000,0,440,0
서울 동작구 00동,. ,  개,  개,00 대, 만원,392,0,2억2천,-선택사항- ,-선택사항-     ,0,22000,0,392,0
서울 영등포구 00동,199, 46 개,  개,00 대,1억 만원,450,0,1억,-선택사항- ,-선택사항-     ,10000,10000,46,450,0
서울 강동구 명일동,261, 30 개, 4 개,00 대,3000 만원,350,190000,11000,-선택사항- ,-선택사항-     ,3000,11000,30,350,190000
서울 광진구 화양동,115.14, 36 개, 5 개,X 대,2천5백 만원,270, 없음 ,8천,-선택사항- ,-선택사항-     ,2500,8000,36,270,0
서울 성동구 00동,179.74,  개,  개,00 대, 만원,240,0,합,-선택사항- ,-선택사항-     ,0,0,0,240,0
서울 강동구 성내동,235.04, 24 개, 24 개,00 대,4천5백 만원,132, 무 ,1억6천,-선택사항- ,-선택사항-     ,4500,16000,24,132,0
서울 강동구 길동,332.58, 42 개, 4 개,5 대,3000 만원,377,0,13000,-선택사항- ,-선택사항-     ,3000,13000,42,377,0
서울 강남구 압구정동,246,  개,  개,00 대,5500 만원,480,0,18000,-선택사항- ,-선택사항-     ,5500,18000,0,480,0
서울 서초구 서초동,203.7, 40 개, 28 개,2 대,6천 만원,575, 없음 ,2억,-선택사항- ,-선택사항-     ,6000,20000,40,575,0
서울 강동구 길동,229.44, 33 개, 2 개,00 대,3000 만원,208,0,13000,-선택사항- -지역-,-선택사항-     ,3000,13000,33,208,0
서울 동작구 00동,310, 31 개, 31 개,00 대,4천 만원,300,30,2억2천,-선택사항- ,-선택사항-     ,4000,22000,31,300,30
서울 마포구 00동,352.4, 36 개,  개,00 대,5000 만원,450,0,26000,-선택사항- ,-선택사항-     ,5000,26000,36,450,0
서울 강동구 둔촌동,374.98, 57 개, 4 개,5 대,5000 만원,330,68,13000,-선택사항- ,-선택사항-     ,5000,13000,57,330,68
서울 마포구 00동,307.19, 38 개,  개,00 대,9000 만원,277,0,27000,-선택사항- ,-선택사항-     ,9000,27000,38,277,0
서울 서초구 서초동,151.2, 34 개, 15 개,4 대,5천 만원,422, 포함 ,2억7천,-선택사항- ,-선택사항-     ,5000,27000,34,422,0
서울 강남구 00동,360, 28 개, 28 개,00 대,7천 만원,490,50,2억2천,-선택사항- ,-선택사항-     ,7000,22000,28,490,50
서울 양천구 00동,310,  개,  개,00 대, 만원,360,100,2억,-선택사항- ,-선택사항-     ,0,20000,0,360,100
서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0
서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0
서울 강동구 명일동,399.58, 31 개, 31 개,2 대,10000 만원,830,0,20000,5호선 명일역,-선택사항-     ,10000,20000,31,830,0
서울 양천구 00동,. , 35 개, . 개,. 대,. 만원, . , . ,1억4천5백,5호선 신정역,-선택사항-     ,0,14500,35,0,0
서울 서대문구 00동,. ,  ☎ 개, . 개,. 대,. 만원, . , . ,4억8천,2호선 신촌역,-선택사항-     ,0,48000,0,0,0
서울 종로구 00동,200,  개,  개,00 대, 만원,200,0,1억8천,-선택사항- ,-선택사항-     ,0,18000,0,200,0
서울 관악구 00동,519.39, 54 개, 27 개,00 대,7천 만원,650,0,1억5천,-선택사항- ,-선택사항-     ,7000,15000,54,650,0
서울 종로구 00동,387.51, 43 개, 43 개,00 대,6천만 만원,660,0,3억6천만,-선택사항- ,-선택사항-     ,6000,36000,43,660,0
서울 마포구 00동,543, 54 개, 31 개,00 대,15000 만원,1190,0,25000,-선택사항- ,-선택사항-     ,15000,25000,54,1190,0
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20
서울 중구 00동,290, 25 개, 25 개,00 대,1억 만원,370,0,2억,-선택사항- ,-선택사항-     ,10000,20000,25,370,0
서울 구로구 00동,320, 35 개, 29 개,00 대,8천 만원,400,0,1억6천,-선택사항- ,-선택사항-     ,8000,16000,35,400,0
서울 관악구 봉천동,300, 37 개, 7 개,1 대,8천 만원,310,20,합1억5천,-선택사항- ,-선택사항-     ,8000,15000,37,310,20
서울 종로구 00동,340, 33 개, 33 개,1 대,6000 만원,360,40,3억3천만,1호선 종각역,-선택사항-     ,6000,33000,33,360,40
서울 강남구 00동,496, 50 개, 30 개,2 대,1억5천만 만원,950,100,3억8천만,2호선 강남역,-선택사항-     ,15000,38000,50,950,100
서울 중랑구 상봉,390, 30 개, 큰30 개,1 대,5천 만원,350,30,합2억7천,-선택사항- ,-선택사항-     ,5000,27000,30,350,30
서울 마포구 00동,고시원 ,  개,  개,00 대,3150 만원,550,0,36000,-선택사항- ,-선택사항-     ,3150,36000,0,550,0
서울 동작구 동작동,440, 24 개, 큰24 개,1 대,8천 만원,280,30,합2억4천,-선택사항- ,-선택사항-     ,8000,24000,24,280,30
서울 마포구 00동,고시원 ,  개,  개,00 대,15000 만원,1194,0,23000,-선택사항- ,-선택사항-     ,15000,23000,0,1194,0
서울 종로구 00동,400, 55 개, 42 개,1 대,9000 만원,580,50,19000,-선택사항- ,-선택사항-     ,9000,19000,55,580,50
서울 강동구 성내동,144.05, 30 개, 2 개,00 대,3000 만원,200,3,8000,-선택사항- ,-선택사항-     ,3000,8000,30,200,3
서울 구로구 구로동,360, 40 개, 26 개,1 대,4천 만원,370,30,합1억7천,-선택사항- ,-선택사항-     ,4000,17000,40,370,30
서울 서초구 서초동,370, 28 개, 28 개,1 대,7천 만원,490, 50만 ,합2억2천,-선택사항- ,-선택사항-     ,7000,22000,28,490,50
서울 관악구 00동,340, 37 개, 11 개,00 대,8000 만원,330,0,15000,-선택사항- ,-선택사항-     ,8000,15000,37,330,0
서울 서초구 00동,. ,  개,  개,00 대, 만원, . ,0,3억2천,-선택사항- ,-선택사항-     ,0,32000,0,0,0
서울 관악구 00동,330, 36 개, 25 개,00 대,4000 만원,450,0,2억,-선택사항- ,-선택사항-     ,4000,20000,36,450,0
서울 광진구 00동,. ,  개,  개,00 대, 만원,440,0,2억,-선택사항- ,-선택사항-     ,0,20000,0,440,0
서울 광진구 00동,328,  개,  개,00 대, 만원,580,0,2억,-선택사항- ,-선택사항-     ,0,20000,0,580,0
서울 동작구 00동,. ,  개,  개,00 대, 만원,392,0,2억2천,-선택사항- ,-선택사항-     ,0,22000,0,392,0
서울 관악구 봉천동,254.6, 35 개, 35 개,2 대,3천 만원,390, 포함 ,1억8천,-선택사항- ,-선택사항-     ,3000,18000,35,390,0
서울 송파구 가락동,118.83, 26 개, 15 개,3 대,4천 만원,320, 23만원 ,1억4천,-선택사항- ,-선택사항-     ,4000,14000,26,320,23
서울 강동구 성내동,176.22, 35 개, 35 개,1 대,5천 만원,605, 포함 ,3억,-선택사항- ,-선택사항-     ,5000,30000,35,605,0
서울 송파구 00동,385.27, 43 개,  개,00 대,6000 만원,475, 90만원 ,17000,-선택사항- ,-선택사항-     ,6000,17000,43,475,90
서울 동작구 00동,334, 31 개, 31 개,없음 대,4000 만원,392, 포함 ,22000,-선택사항- ,-선택사항-     ,4000,22000,31,392,0
서울 성북구 00동,1179.42,  개,  개,00 대,15000 만원,1500,0,15000,-선택사항- ,-선택사항-     ,15000,15000,0,1500,0
서울 중구 00동,157.52, 28 개, 28 개,없음 대,4500 만원,396, 없음 ,17500,-선택사항- ,-선택사항-     ,4500,17500,28,396,0
서울 동작구 00동,345.6, 44 개, 23 개,00 대,5000 만원,500, 문의 ,13000,-선택사항- ,-선택사항-     ,5000,13000,44,500,0
서울 종로구 00동,420, 44 개, 11 개,00 대,4200 만원,496, 문의 ,15200,-선택사항- ,-선택사항-     ,4200,15200,44,496,0
서울 광진구 00동,115.14, 36 개,  개,00 대,2500 만원,300, 없슴 ,6500,-선택사항- ,-선택사항-     ,2500,6500,36,300,0
서울 강서구 00동,280, 30 개, 30 개,00 대,3천 만원,300,40,1억4천,-선택사항- ,-선택사항-     ,3000,14000,30,300,40
서울 영등포구 00동,300, 31 개,  개,00 대,3500 만원,350,0,26000,-선택사항- ,-선택사항-     ,3500,26000,31,350,0
서울 강서구 00동,100평 , 35 개,  개,00 대,3000 만원,290,0,11000,-선택사항- ,-선택사항-     ,3000,11000,35,290,0
서울 동작구 00동,124.86, 25 개, 21 개,없음 대,3000 만원,255, 없음 ,18000,-선택사항- ,-선택사항-     ,3000,18000,25,255,0
서울 강남구 00동,100평 , 32 개,  개,00 대,4000 만원,250,0,6500,-선택사항- ,-선택사항-     ,4000,6500,32,250,0
서울 중구 00동,320,  개,  개,00 대, 만원,700,0,3억2천,-선택사항- ,-선택사항-     ,0,32000,0,700,0
서울 동작구 00동,217, 33 개,  개,00 대,3000 만원,200,0,6500,-선택사항- ,-선택사항-     ,3000,6500,33,200,0
서울 동작구 00동,295, 33 개,  개,00 대,4000 만원,530,0,22000,-선택사항- ,-선택사항-     ,4000,22000,33,530,0
서울 영등포구 00동,385.27, 43 개,  개,00 대,6000 만원,470,90,16000,-선택사항- ,-선택사항-     ,6000,16000,43,470,90
서울 영등포구 00동,320, 40 개,  개,00 대,5천 만원,370,30,1억6천,-선택사항- ,-선택사항-     ,5000,16000,40,370,30
서울 강남구 00동,246,  개,  개,00 대,5500 만원,480,0,18000,-선택사항- ,-선택사항-     ,5500,18000,0,480,0
서울 마포구 00동,50평 , 20 개,  개,00 대,2000 만원,150,0,5500,-선택사항- ,-선택사항-     ,2000,5500,20,150,0
서울 동작구 00동,330, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30
서울 노원구 00동,280,  개,  개,00 대,4000 만원,280,20,4000,-선택사항- ,-선택사항-     ,4000,4000,0,280,20
서울 중랑구 00동,150,  개,  개,00 대,3000 만원,190, 5만 ,7500,-선택사항- ,-선택사항-     ,3000,7500,0,190,5
서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0
서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0
서울 관악구 00동,", ",  개,  개,00 대, 만원, ,None,5억,-선택사항- ,-선택사항-     ,0,50000,0,0,0
서울 금천구 00동,60평 ,  개,  개,00 대,1500 만원,150,0,7500,-선택사항- ,-선택사항-     ,1500,7500,0,150,0
서울 강남구 00동,85평 ,  개,  개,00 대,4000 만원,275,0,26000,-선택사항- ,-선택사항-     ,4000,26000,0,275,0
서울 강남구 00동,40평 ,  개,  개,00 대,3000 만원,260,0,8000,-선택사항- ,-선택사항-     ,3000,8000,0,260,0
서울 서초구 00동,150평 ,  개,  개,00 대,13000 만원,800,0,45000,-선택사항- ,-선택사항-     ,13000,45000,0,800,0
서울 마포구 00동,295, 29 개,  개,00 대,4000 만원,330,0,25000,-선택사항- ,-선택사항-     ,4000,25000,29,330,0
서울 서대문구 00동,240, 36 개,  개,00 대,3600 만원,450,0,21000,-선택사항- ,-선택사항-     ,3600,21000,36,450,0
서울 동작구 00동,420, 53 개,  개,00 대,4000 만원,500,0,21000,-선택사항- ,-선택사항-     ,4000,21000,53,500,0
서울 금천구 00동,198, 29 개,  개,00 대,1500 만원,150, 없음 ,7500,-선택사항- ,-선택사항-     ,1500,7500,29,150,0
서울 서대문구 00동,238.78, 41 개,  개,없음 대,3600 만원,450, 없음 ,20000,-선택사항- ,-선택사항-     ,3600,20000,41,450,0
서울 도봉구 00동,297.38, 45 개,  개,00 대,7000 만원,320, 없음 ,11500,-선택사항- ,-선택사항-     ,7000,11500,45,320,0
서울 관악구 봉천동,440, 37 개, 7 개,1 대,8천 만원,330,20,권리금7천,-선택사항- ,-선택사항-     ,8000,7000,37,330,20
서울 구로구 구로동,360, 40 개, 26 개,1 대,4천 만원,380,20,합1억7천,-선택사항- ,-선택사항-     ,4000,17000,40,380,20
서울 동작구 동작동,440, 24 개, 24 개,1 대,8천 만원,280,20,2억7천,-선택사항- ,-선택사항-     ,8000,27000,24,280,20
서울 중랑구 상봉동,360, 30 개, 30 개,1 대,5천 만원,380,30,합2억7천,-선택사항- ,-선택사항-     ,5000,27000,30,380,30
서울 구로구 00동,340, 40 개, 27 개,1 대,4000 만원,380,0,17000,-선택사항- ,-선택사항-     ,4000,17000,40,380,0
서울 송파구 00동,330, 38 개, 28 개,1 대,6000 만원,430,0,19500,-선택사항- ,-선택사항-     ,6000,19500,38,430,0
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20
서울 동작구 노량진동,. ,  개,  개,00 대,5000 만원,460,0,2억6000,-선택사항- ,-선택사항-     ,5000,26000,0,460,0
서울 성동구 하왕십리동,. ,  개,  개,00 대,5000 만원,486,0,1억2000,-선택사항- ,-선택사항-     ,5000,12000,0,486,0
서울 강동구 00동,370, 57 개,  개,00 대,5000 만원,330,0,13000,-선택사항- ,-선택사항-     ,5000,13000,57,330,0
서울 강동구 00동,260, 30 개,  개,00 대,3000 만원,350,0,12000,-선택사항- ,-선택사항-     ,3000,12000,30,350,0
서울 강동구 00동,70평 ,  개,  개,00 대,3000 만원,200,0,8000,-선택사항- ,-선택사항-     ,3000,8000,0,200,0
서울 강동구 00동,440, 32 개,  개,00 대,4300 만원,380,0,21000,-선택사항- ,-선택사항-     ,4300,21000,32,380,0
서울 송파구 가락동,. ,  개,  개,00 대,3000 만원,214, 없음 ,5000,-선택사항- ,-선택사항-     ,3000,5000,0,214,0
서울 강서구 00동,323, 40 개,  개,00 대,3천 만원,320,20,1억1천,-선택사항- ,-선택사항-     ,3000,11000,40,320,20
서울 서대문구 00동,202.31, 34 개,  개,00 대,5000 만원,270,50,19000,-선택사항- ,-선택사항-     ,5000,19000,34,270,50
서울 관악구 00동,320, 38 개,  개,00 대,4천 만원,420,30,2억,-선택사항- ,-선택사항-     ,4000,20000,38,420,30
서울 구로구 00동,265, 30 개,  개,00 대,3천 만원,220,30,1억3천,-선택사항- ,-선택사항-     ,3000,13000,30,220,30
서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30
서울 강동구 00동,313, 30 개, 30 개,00 대,5천 만원,370,30,3억3천,-선택사항- ,-선택사항-     ,5000,33000,30,370,30
서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0
서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0
서울 영등포구 00동,317, 39 개,  개,00 대,3천 만원,190,20,1억8천,-선택사항- ,-선택사항-     ,3000,18000,39,190,20
서울 강동구 00동,422, 50 개,  개,00 대,7천 만원,420,30,2억1천,-선택사항- ,-선택사항-     ,7000,21000,50,420,30
서울 동작구 00동,430, 24 개, 24 개,00 대,8천 만원,300,0,2억4천,-선택사항- ,-선택사항-     ,8000,24000,24,300,0
서울 구로구 00동,462, 41 개, 41 개,3 대,5천 만원,420,30,4억1천,-선택사항- ,-선택사항-     ,5000,41000,41,420,30
서울 동작구 00동,330, 32 개, 32 개,00 대,4천 만원,290,0,2억8천,-선택사항- ,-선택사항-     ,4000,28000,32,290,0
서울 영등포구 00동,384.94, 34 개,  개,없음 대,7000 만원,380, 없음 ,16000,-선택사항- ,-선택사항-     ,7000,16000,34,380,0
서울 동작구 00동,. ,  개,  개,00 대, 만원,392,0,2억2천,-선택사항- ,-선택사항-     ,0,22000,0,392,0
서울 관악구 00동,340, 37 개, 11 개,00 대,8000 만원,330,0,15000,-선택사항- ,-선택사항-     ,8000,15000,37,330,0
서울 송파구 00동,330, 38 개, 28 개,1 대,6000 만원,430,0,19500,-선택사항- ,-선택사항-     ,6000,19500,38,430,0
서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,390,0
서울 송파구 00동,160, 25 개,  개,00 대,3000 만원,195,0,4200,-선택사항- ,-선택사항-     ,3000,4200,25,195,0
서울 광진구 00동,328.6,  개,  개,00 대, 만원,580,0,2억,-선택사항- ,-선택사항-     ,0,20000,0,580,0
서울 서대문구 00동,238.78, 37 개, 37 개,00 대, 만원,495, 없음 ,2억,-선택사항- ,-선택사항-     ,0,20000,37,495,0
서울 강동구 00동,113평 ,  개,  개,00 대,5000 만원,330,0,14000,-선택사항- ,-선택사항-     ,5000,14000,0,330,0
서울 강동구 길동,240.3, 28 개, 17 개,X 대,3천 만원,264, 없음 ,1억7천,-선택사항- ,-선택사항-     ,3000,17000,28,264,0
서울 성북구 00동,423.14, 38 개, 36 개,00 대,4천 만원,480, 없음 ,2억9천,-선택사항- ,-선택사항-     ,4000,29000,38,480,0
서울 종로구 00동,313.08, 39 개, 9 개,00 대,7천 만원,590, 없음 ,1억,-선택사항- ,-선택사항-     ,7000,10000,39,590,0
서울 성북구 00동,287, 47 개,  개,00 대, 만원,150,0,13000,-선택사항- ,-선택사항-     ,0,13000,47,150,0
서울 강동구 00동,260, 32 개,  개,00 대,350 만원,403,0,12000,-선택사항- ,-선택사항-     ,350,12000,32,403,0
서울 영등포구 영등포구,126평 , 47 개, 21 개,00 대,5천 만원,390,0,1억5천,-선택사항- ,-선택사항-     ,5000,15000,47,390,0
서울 영등포구 00동,315, 40 개,  개,00 대,5천 만원,370,30,1억6천,-선택사항- ,-선택사항-     ,5000,16000,40,370,30
서울 강남구 강남구,108평 ,  개,  개,00 대,4천5백 만원,530,0,2억8천,-선택사항- ,-선택사항-     ,4500,28000,0,530,0
서울 서대문구 00동,238.78,  개,  개,00 대,3600 만원,450, 없음 ,21000,-선택사항- ,-선택사항-     ,3600,21000,0,450,0
서울 서대문구 연희동,110, 31 개,  개,00 대,2000 만원,250, 없음 ,11000,-선택사항- ,-선택사항-     ,2000,11000,31,250,0
서울 동작구 노량진,2.3.4층 , 23 개,  개,00 대,5000 만원,222,0,합8500, , ,5000,8500,23,222,0
서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0
서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0
서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30
